# label=radial_deviation
# trial=2
# subject=handback_single
# captured_at=20260412_031135
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
5544,-1246,-98,-7646,640,240,1164
5554,-1318,-22,-7568,789,141,1166
5564,-1442,-40,-7536,938,136,1202
5574,-1456,-148,-7526,1070,291,1231
5584,-1284,-254,-7642,1170,556,1308
5594,-1096,-380,-7674,1271,765,1340
5604,-822,-408,-7696,1356,874,1332
5614,-660,-322,-7816,1416,731,1289
5624,-680,-250,-7740,1508,298,1175
5634,-904,-230,-7602,1623,-171,1105
5644,-1072,-164,-7552,1682,-549,1120
5654,-1312,-144,-7450,1702,-676,1168
5664,-1390,-308,-7620,1703,-253,1243
5675,-1290,-386,-7658,1715,575,1375
5685,-1132,-366,-7676,1756,1282,1507
5695,-790,-500,-7772,1922,1971,1554
5705,-448,-356,-7760,2181,2084,1524
5715,-466,-418,-7868,2224,1429,1459
5725,-604,-432,-7888,2132,796,1430
5735,-788,-476,-7950,1859,255,1419
5745,-960,-528,-7956,1546,-26,1371
5755,-826,-582,-8204,1284,211,1347
5765,-944,-464,-8074,1013,642,1354
5775,-762,-438,-8088,795,1103,1330
5785,-684,-366,-8056,660,1148,1244
5795,-674,-158,-8198,638,1003,1121
5805,-1064,170,-8098,670,689,997
5815,-1234,-136,-8322,804,404,891
5825,-950,-372,-8490,1142,594,900
5835,-876,-622,-8532,1497,896,928
5846,-726,-786,-8598,1692,1078,904
5856,-662,-852,-8638,1768,980,889
5866,-792,-880,-8516,1609,599,898
5876,-984,-784,-8456,1297,90,918
5886,-1180,-648,-8412,948,-317,913
5896,-1354,-654,-8326,598,-483,887
5906,-1418,-608,-8166,314,-336,858
5916,-1294,-612,-8132,113,108,822
5926,-1214,-520,-8118,-8,664,828
5936,-1156,-412,-8030,-4,973,780
5946,-978,-286,-8022,90,1112,762
5956,-916,-276,-8036,289,975,713
5966,-918,-228,-7996,554,618,653
5976,-938,-110,-8016,736,299,614
5986,-1070,-120,-8056,783,-73,656
5996,-1186,-64,-8098,738,-117,738
6006,-1222,-106,-8168,629,-30,781
6016,-1210,-182,-8124,517,148,770
6026,-1202,-198,-8024,374,379,753
6036,-1144,-244,-8016,234,570,751
6046,-988,-202,-8006,155,776,764
6056,-886,-204,-7976,129,850,794
6066,-758,-128,-7964,184,805,810
6076,-772,-116,-7918,300,585,790
6086,-780,-86,-7918,418,283,749
6096,-794,-116,-7950,481,18,721
6106,-938,-114,-7958,491,-120,694
6116,-996,-166,-7952,424,-131,647
6126,-996,-62,-7970,309,-24,629
6136,-1054,-94,-7870,162,191,628
6146,-948,-20,-7930,46,501,659
6156,-882,32,-7878,3,653,646
6166,-788,72,-7782,55,439,633
6176,-868,90,-7754,151,124,627
6187,-830,140,-7700,225,-103,638
6197,-854,154,-7746,273,-243,673
6207,-838,120,-7756,286,-244,699
6217,-924,64,-7768,295,-191,693
6227,-954,122,-7776,313,-104,619
6237,-1020,100,-7828,384,9,505
6247,-1074,94,-7784,498,145,368
6257,-976,98,-7814,600,317,260
6267,-956,96,-7902,692,455,204
6277,-908,92,-7888,724,590,218
6287,-976,52,-7896,764,601,228
6297,-1024,34,-7964,733,540,253
6307,-1098,90,-8014,686,430,286
6317,-1028,126,-8062,660,391,336
6327,-1010,58,-8118,645,404,403
6337,-980,30,-8100,633,427,450
6347,-982,68,-8066,592,374,465
6358,-992,66,-8034,492,262,433
6368,-1044,106,-7932,380,147,393
6378,-1080,140,-7920,289,144,368
6388,-1102,204,-7912,242,247,359
6398,-1078,206,-7892,262,407,350
6408,-1042,210,-7828,358,585,309
6418,-916,200,-7918,516,716,305
6428,-858,228,-7890,661,660,324
6438,-842,194,-7890,796,418,341
6448,-912,172,-7898,853,216,359
6458,-974,136,-7808,825,52,390
6468,-1024,146,-7812,762,-36,417
6478,-1086,202,-7824,690,45,459
6488,-1052,224,-7814,659,208,498
6498,-1042,216,-7884,714,401,516
6508,-980,280,-7850,844,594,553
6518,-874,244,-7848,1022,711,618
6528,-866,288,-7876,1201,672,677
6538,-822,208,-7894,1292,603,723
6548,-854,178,-7880,1333,382,760
6558,-972,200,-7798,1388,179,775
6568,-1008,226,-7818,1390,226,782
6578,-1008,226,-7818,1390,226,782
6588,-982,192,-7800,1391,168,856
6598,-940,198,-7880,1410,190,880
6608,-924,148,-7808,1466,235,891
6618,-932,136,-7838,1516,245,897
6628,-982,104,-7850,1545,225,884
6638,-976,110,-7872,1543,193,850
6648,-984,98,-7828,1514,169,810
6658,-1008,78,-7788,1474,183,780
6668,-994,38,-7790,1415,215,775
6678,-990,12,-7866,1347,236,809
6688,-944,20,-7878,1290,261,850
6699,-894,32,-7898,1264,265,865
6709,-906,2,-7902,1270,255,864
6719,-856,-58,-8016,1283,218,826
6729,-858,-100,-8012,1282,157,756
6739,-926,-102,-8030,1260,102,664
6749,-920,-140,-7928,1227,90,565
6759,-962,-82,-7976,1176,157,475
6769,-920,-60,-7994,1095,253,415
6779,-932,-64,-7986,1007,339,362
6789,-946,-40,-7990,947,380,290
6799,-940,-80,-7950,910,389,210
6809,-954,-92,-7928,905,378,170
6819,-964,-68,-7930,914,417,132
6829,-960,-128,-7966,906,509,67
6839,-960,-154,-7932,910,634,-9
6849,-982,-134,-7968,910,765,-98
6859,-952,-134,-7962,896,875,-170
6870,-946,-128,-7994,865,945,-224
6880,-836,-80,-7970,806,998,-263
6890,-860,-94,-8036,754,1014,-283
6900,-858,56,-8062,706,954,-348
6910,-978,-54,-8104,650,815,-445
6920,-1184,42,-8090,613,723,-511
6930,-1164,90,-8224,515,734,-508
6940,-1074,-140,-8072,306,907,-496
6950,-964,-44,-8234,200,1147,-452
6960,-654,-202,-8404,170,1358,-460
6970,-492,-202,-8512,79,1333,-596
6980,-576,14,-8434,-396,638,-1125
6990,-574,28,-8506,-917,281,-1201
7000,-634,318,-8346,-1402,282,-1012
7010,-584,714,-8198,-1796,475,-628
7020,-548,1038,-8000,-2043,801,-277
7030,-428,1500,-7844,-2189,946,17
7040,-692,1858,-7736,-2194,802,226
7050,-764,2124,-7700,-1983,514,367
7060,-886,2202,-7732,-1480,451,482
7070,-956,2274,-7740,-832,719,598
7080,-960,2144,-7782,-167,1267,693
7090,-944,2072,-7964,459,1947,756
7100,-804,1868,-8080,924,2562,756
7110,-602,1544,-8364,1242,2935,767
7120,-512,1232,-8462,1480,2912,856
7130,-504,850,-8588,1550,2556,952
7140,-532,484,-8596,1388,2013,1005
7150,-660,294,-8612,999,1358,1079
7160,-872,218,-8490,475,821,1167
7170,-1072,168,-8340,-146,549,1260
7180,-1114,44,-8188,-670,527,1375
7190,-1094,-14,-8048,-1007,654,1459
7200,-940,-122,-7864,-1183,760,1588
7211,-782,-30,-7584,-1172,929,1788
7221,-596,100,-7406,-989,1131,2012
7231,-382,166,-7216,-796,1053,2288
7241,-212,320,-7070,-751,567,2602
7251,-186,342,-6998,-504,-137,2798
7261,-182,362,-6914,-118,-732,2850
7271,-212,408,-6898,172,-1223,2815
7281,-372,404,-6968,287,-1454,2692
7291,-318,468,-7042,327,-1345,2524
7301,-322,622,-7058,358,-978,2430
7311,-256,734,-7040,463,-442,2385
7321,-146,866,-6904,614,29,2329
7331,-142,904,-6978,860,327,2197
7341,-144,884,-7070,1219,398,2053
7351,-192,792,-7218,1568,210,1956
7361,-164,748,-7276,1908,-40,1884
7371,-150,636,-7380,2247,-112,1771
7382,50,610,-7568,2574,55,1689
7392,216,604,-8020,3298,477,1431
7402,282,502,-8278,3572,409,1216
7412,258,422,-8352,3707,128,1001
7422,266,304,-8482,3618,-51,756
7432,106,162,-8634,3322,-81,482
7442,26,140,-8772,2872,38,249
7452,-22,86,-8742,2397,330,85
7462,-74,186,-8780,2071,690,-34
7472,-80,128,-8820,1922,1073,-125
7482,-118,12,-8834,1883,1191,-222
7492,-162,-74,-8790,1844,1122,-295
7502,-236,-112,-8796,1736,786,-303
7512,-388,-130,-8676,1558,413,-278
7522,-564,-186,-8604,1288,-32,-228
7532,-798,-184,-8414,989,-371,-153
7542,-966,-184,-8342,701,-464,-34
7552,-1104,-142,-8212,508,-347,70
7562,-1138,-72,-8190,394,-40,204
7572,-1124,8,-7972,329,285,373
7582,-908,24,-7902,288,516,536
7592,-802,70,-7936,293,625,657
7602,-758,90,-7918,392,596,705
7612,-750,80,-7926,561,452,669
7622,-724,56,-7926,724,274,637
7632,-730,62,-7882,822,126,643
7642,-618,108,-7952,872,86,682
7652,-550,104,-7928,867,137,739
7662,-446,134,-7948,836,171,772
7672,-386,128,-7882,794,121,748
