# label=supination
# trial=14
# subject=handback_single
# captured_at=20260412_032307
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
68573,1782,6776,-2032,-9626,-5009,-3460
68583,1984,7044,-1850,-9375,-4359,-4749
68593,2228,7274,-1400,-8651,-158,-7251
68603,2152,7442,-1382,-7728,726,-8583
68613,2152,7442,-1382,-7728,726,-8583
68623,938,7708,-1458,-5058,-749,-11160
68633,248,7690,-1304,-3288,-2827,-12079
68643,-30,7582,-1524,-1784,-4824,-12614
68653,-1048,7224,-1524,-322,-6012,-12805
68663,-1064,7240,-1568,391,-6294,-12860
68673,-1328,7078,-1616,605,-5176,-12862
68683,-1700,6910,-1532,712,-3359,-12843
68694,-2014,7016,-1648,931,-1626,-13010
68704,-2290,7074,-1726,1463,-1108,-13407
68714,-2832,7070,-1796,2370,-1662,-13863
68724,-3372,6934,-1952,3781,-3235,-14215
68734,-4454,6542,-2054,5363,-5308,-14401
68744,-4820,6226,-1978,6962,-6883,-14635
68754,-5132,5742,-2338,7886,-6715,-14832
68764,-5392,5472,-2208,8622,-4407,-14920
68774,-4998,5140,-2410,8915,-2060,-15011
68784,-5140,5116,-2592,9209,-129,-14647
68794,-5538,5074,-2856,9943,-343,-13903
68804,-5828,4844,-2728,10543,-2398,-12857
68814,-6608,4502,-2852,11843,-4272,-11859
68824,-7262,4076,-2868,13613,-5138,-11155
68834,-6900,3278,-3164,15367,-4330,-10618
68844,-6808,2634,-3344,16434,-2369,-9887
68854,-6934,2234,-3538,17050,151,-8959
68864,-6636,1638,-3528,17473,2394,-7945
68874,-6610,1284,-4082,17624,3487,-7199
68884,-6418,1312,-4276,17734,3729,-6716
68894,-6184,1086,-4682,18297,3802,-6232
68904,-6306,942,-4620,18765,4356,-5494
68914,-6234,530,-4660,19353,4996,-4541
68924,-5904,30,-4754,19674,5515,-3375
68934,-5502,-484,-4996,20095,5942,-2294
68944,-5092,-1098,-5306,20066,5745,-1527
68954,-4960,-1452,-5776,19785,5068,-1213
68964,-4820,-1442,-5962,18792,4038,-1114
68974,-5168,-1526,-6012,17721,2873,-673
68984,-5752,-1552,-6474,15749,1737,425
68994,-6098,-1846,-6694,14071,1093,2022
69004,-6464,-1958,-7018,12277,1147,4054
69014,-6500,-2120,-7068,10992,2054,6215
69024,-6154,-2430,-7218,10221,3566,8127
69035,-4782,-2700,-7202,9271,6856,10762
69045,-4326,-2868,-7106,8475,6889,11345
69055,-4780,-3124,-7380,7850,7042,11694
69065,-4816,-2880,-7248,6530,6698,12510
69075,-4766,-3082,-7418,5244,5979,14032
69085,-4218,-2868,-7714,3580,5735,15869
69095,-3310,-2774,-8172,1783,5730,16791
69105,-3022,-2220,-8000,-445,5722,16410
69115,-2772,-1934,-7744,-2556,4849,15317
69125,-2346,-1456,-7810,-4349,3288,13985
69135,-2626,-1018,-7928,-5385,1309,12973
69145,-2296,-666,-8192,-6371,-1067,11990
69155,-2668,-300,-7892,-7102,-3341,10971
69165,-2964,-232,-7730,-7015,-4684,9919
69175,-3110,-114,-7628,-6174,-4826,8658
69185,-3278,-52,-7418,-5141,-4181,7338
69195,-2926,106,-7350,-3871,-2961,6086
69206,-2530,190,-7222,-2598,-1628,5012
69216,-2302,424,-6982,-1526,-450,4037
69226,-1792,466,-6934,-894,532,3191
69236,-1740,568,-6982,-575,1183,2404
69246,-1780,542,-6988,-398,1238,1846
69256,-1706,672,-7000,-519,748,1665
69266,-1802,856,-7068,-716,91,1611
69276,-1858,962,-7096,-737,-220,1516
69286,-1900,1100,-7196,-582,-68,1345
69296,-1796,1016,-7272,-173,189,1115
69306,-2052,1082,-7192,323,259,989
69316,-1920,976,-7212,902,-228,862
69326,-2170,870,-7288,1331,-1011,836
69336,-2334,826,-7332,1557,-1429,931
69346,-2516,712,-7330,1675,-1919,1082
69356,-2484,690,-7412,1558,-2213,1325
69366,-2406,772,-7446,1226,-1956,1533
69376,-2082,860,-7668,762,-1619,1639
69386,-2014,866,-7638,401,-1492,1620
69396,-2090,874,-7742,354,-1887,1470
69406,-2286,726,-7704,554,-2714,1270
69416,-2470,654,-7656,725,-3628,1069
69426,-2706,572,-7652,906,-4252,897
69436,-2794,498,-7584,939,-4248,893
69446,-2840,436,-7542,883,-3592,1029
69456,-2738,426,-7472,701,-2603,1252
69466,-2432,490,-7486,599,-1657,1516
69476,-2160,602,-7614,366,-1079,1701
69486,-2010,574,-7748,622,-1642,1653
69496,-2126,618,-7796,859,-2636,1574
69506,-2390,402,-7846,1238,-3350,1465
69516,-2614,398,-7878,1421,-3421,1424
69526,-2778,218,-7852,1478,-2901,1426
69536,-2806,312,-7784,1163,-1966,1556
69547,-2812,256,-7696,781,-748,1672
69557,-2618,300,-7702,336,505,1769
69567,-1904,562,-7702,9,1594,1863
69577,-1514,628,-7868,-201,2077,1871
69587,-1270,770,-7808,-173,1987,1871
69597,-1132,732,-7828,55,1382,1788
69607,-1134,778,-7708,323,377,1680
69617,-1366,668,-7666,628,-1214,1587
69627,-1622,622,-7586,837,-2506,1582
69637,-1718,566,-7576,937,-3073,1655
69647,-1754,564,-7550,868,-2851,1801
69657,-1562,666,-7574,729,-2204,1908
69667,-1386,768,-7588,595,-1530,1927
69677,-1322,762,-7652,477,-1233,1870
69687,-1200,762,-7680,600,-1494,1738
69697,-1198,754,-7650,687,-2196,1613
69707,-1332,750,-7662,860,-3063,1533
69718,-1414,670,-7726,1053,-3715,1468
69728,-1466,630,-7738,1190,-3912,1466
69738,-1490,586,-7740,1270,-3650,1501
69748,-1554,488,-7788,1232,-3218,1535
69758,-1568,402,-7854,1226,-2824,1564
69768,-1638,366,-7810,1193,-2753,1587
69778,-1582,420,-7914,1179,-2832,1618
69788,-1428,454,-7934,995,-2811,1614
69798,-1326,566,-7980,898,-2851,1548
69808,-1388,444,-8016,1008,-2893,1424
69818,-1390,514,-7988,1081,-2838,1371
69828,-1434,418,-7960,1197,-2742,1365
69838,-1482,354,-7908,1183,-2726,1448
69848,-1482,338,-7864,1054,-2718,1565
69858,-1434,348,-7926,917,-2703,1655
69868,-1440,344,-7938,765,-2747,1731
69878,-1404,376,-7892,501,-2881,1772
69888,-1404,376,-7892,501,-2881,1772
69898,-1370,394,-7928,503,-2979,1727
69908,-1404,364,-7962,784,-3225,1684
69918,-1486,242,-7976,898,-3279,1752
69928,-1460,250,-8048,915,-3253,1803
69938,-1562,314,-7932,819,-3168,1836
69948,-1658,268,-7970,627,-3048,1835
69958,-1646,328,-7880,381,-2960,1889
69968,-1606,424,-7938,140,-2873,2002
69978,-1626,472,-7922,-21,-2770,2119
69988,-1542,484,-7976,-77,-2688,2218
69998,-1550,484,-7950,-57,-2658,2337
70008,-1558,484,-7926,-2,-2724,2436
70018,-1488,528,-7938,73,-2843,2493
70028,-1510,570,-7934,198,-2958,2490
70038,-1620,544,-7936,351,-3018,2419
70048,-1706,514,-7962,525,-2978,2337
70059,-1846,480,-7994,703,-2808,2379
70069,-1820,444,-8056,908,-2474,2595
70079,-1698,430,-8150,1096,-1965,2893
70089,-1528,474,-8186,1216,-1347,3175
70099,-1312,444,-8288,1296,-822,3307
70109,-1218,420,-8326,1315,-540,3265
70119,-1182,360,-8248,1329,-526,3133
70129,-1154,282,-8284,1216,-753,2927
70139,-1116,256,-8118,1001,-981,2636
70149,-1118,182,-8010,636,-996,2352
70159,-1090,226,-7892,166,-743,2137
70169,-1012,286,-7784,-332,-462,2042
