# label=flexion
# trial=15
# subject=handback_single
# captured_at=20260412_030647
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
73811,742,220,-7972,931,-224,90
73821,742,212,-7974,947,-225,81
73831,768,198,-7962,952,-237,77
73841,726,172,-7950,946,-235,102
73851,756,160,-7972,935,-204,121
73861,768,120,-7968,916,-170,120
73871,734,104,-8018,896,-157,95
73881,750,142,-7998,881,-136,79
73891,756,198,-7964,887,-131,65
73901,810,200,-7948,905,-117,65
73911,738,180,-7936,940,-119,77
73921,808,180,-7906,969,-119,83
73931,816,218,-7914,979,-96,87
73942,862,216,-8020,988,-83,104
73952,872,140,-7970,1002,-98,120
73962,794,152,-7980,1005,-173,118
73972,814,124,-8032,998,-245,106
73982,804,188,-8024,1000,-279,101
73992,764,180,-8074,997,-275,109
74002,738,216,-8098,989,-244,119
74012,800,202,-8020,954,-160,101
74022,770,172,-8012,955,-145,90
74032,770,172,-8012,955,-145,90
74042,780,148,-7982,916,-213,134
74052,734,146,-7998,905,-266,162
74062,744,150,-7984,878,-296,184
74072,754,150,-7976,861,-270,192
74082,758,164,-7990,878,-226,199
74092,768,156,-7970,925,-198,208
74102,748,186,-7928,969,-215,191
74112,788,190,-8010,986,-222,157
74122,786,136,-7974,1011,-198,140
74132,776,138,-7974,1014,-177,144
74142,786,98,-7942,986,-127,156
74152,822,104,-7976,933,-86,163
74162,918,142,-8028,866,-84,173
74172,912,218,-7986,823,-123,198
74182,898,200,-7966,819,-210,235
74192,900,212,-7990,867,-340,224
74202,848,216,-8018,932,-428,188
74212,778,186,-7962,991,-448,141
74222,808,174,-7974,1014,-367,95
74232,824,140,-7976,1002,-218,80
74242,886,146,-7942,967,-85,80
74252,876,160,-7930,908,-21,80
74262,892,258,-7930,849,-33,81
74272,952,282,-7924,841,-105,96
74283,898,226,-7960,888,-212,108
74293,816,170,-7980,962,-340,103
74303,760,162,-7980,1033,-455,93
74313,702,114,-7998,1076,-487,85
74323,698,76,-8018,1071,-438,83
74333,690,110,-7976,1028,-350,85
74343,702,114,-7942,973,-271,103
74353,710,158,-7960,891,-188,122
74363,750,178,-7924,824,-159,126
74373,754,200,-7950,814,-173,136
74383,758,202,-7962,853,-186,135
74393,744,214,-7902,916,-226,140
74403,760,204,-7950,974,-274,148
74413,798,244,-7942,1039,-303,170
74423,770,224,-7938,1090,-339,193
74433,740,194,-7956,1105,-386,208
74443,692,206,-8008,1105,-423,208
74454,706,86,-7972,1030,-325,141
74464,744,80,-8046,979,-176,113
74474,792,80,-8014,922,-29,103
74484,856,108,-8056,877,35,128
74494,906,174,-7986,859,-35,168
74504,894,236,-7934,864,-209,210
74514,902,250,-7936,892,-371,243
74524,858,236,-7916,918,-536,247
74534,790,232,-7940,961,-675,227
74544,722,122,-7966,1006,-684,190
74554,706,136,-7984,979,-533,143
74564,738,152,-7982,931,-318,106
74574,782,124,-8000,903,-121,80
74584,822,54,-7994,879,-7,63
74594,862,132,-7990,896,-11,60
74604,782,116,-8012,916,-110,79
74614,740,152,-8022,933,-244,100
74624,736,104,-8030,930,-324,110
74634,758,104,-8002,937,-328,115
74644,696,130,-8064,937,-351,111
74654,700,134,-8020,949,-317,101
74664,738,110,-8072,945,-213,92
74674,706,100,-8090,943,-194,85
74684,690,122,-8022,943,-236,77
74694,730,136,-8042,935,-268,95
74704,638,136,-8004,934,-283,116
74714,656,170,-8036,933,-276,126
74724,658,168,-8010,928,-240,144
74734,744,170,-8082,929,-209,152
74744,722,164,-8050,934,-200,166
74754,702,218,-8048,947,-238,176
74764,656,174,-7992,949,-271,168
74774,712,162,-7960,946,-267,142
74784,722,200,-8054,926,-214,122
74795,710,218,-8036,905,-152,131
74805,756,234,-7994,904,-92,145
74815,784,184,-8012,950,-89,163
74825,756,150,-8054,1008,-164,183
74835,760,144,-8024,1034,-288,184
74845,772,110,-8012,1028,-390,185
74855,712,68,-8076,1022,-424,188
74865,666,68,-7990,982,-399,180
74875,718,148,-7988,846,-201,155
74885,718,148,-7988,846,-201,155
74895,734,120,-7938,854,-83,149
74905,766,232,-7922,893,-92,139
74915,844,224,-7988,933,-131,136
74925,826,146,-7964,994,-165,150
74935,764,126,-7958,1029,-238,160
74945,816,142,-8030,1032,-299,162
74955,806,168,-8014,1013,-330,166
74966,772,136,-8028,996,-344,160
74976,776,100,-8056,958,-315,147
74986,778,88,-8080,920,-279,123
74996,744,150,-8008,883,-277,107
75006,744,108,-7950,843,-267,106
75016,810,178,-7874,822,-227,98
75026,708,244,-7942,830,-193,97
75036,734,202,-7968,872,-166,107
75046,716,198,-7912,939,-177,118
75056,724,178,-7946,997,-219,113
75066,780,144,-7994,1043,-271,108
75076,744,142,-8034,1081,-295,107
75086,760,156,-8012,1092,-299,108
75096,734,124,-7964,1070,-286,119
75106,676,90,-7956,1006,-285,130
75116,704,132,-7988,920,-276,131
75126,708,164,-7994,836,-243,130
75136,678,170,-8066,800,-194,127
75146,740,148,-8016,815,-136,117
75156,774,176,-8010,854,-99,122
75166,792,162,-7996,894,-144,141
75176,802,120,-8006,917,-250,183
75186,740,180,-7990,918,-372,217
75196,698,198,-7968,887,-477,246
75206,620,168,-7984,838,-517,254
75216,674,168,-8014,773,-463,257
75226,666,108,-7976,680,-350,268
75236,702,76,-8066,552,-238,293
75246,758,124,-8042,429,-157,328
75256,796,120,-8012,330,-149,341
75266,756,216,-8052,260,-216,366
75276,782,252,-8000,239,-323,388
75286,696,276,-8000,232,-446,419
75296,692,294,-8034,217,-554,433
75307,660,252,-8090,215,-610,430
75317,620,270,-7988,162,-462,410
75327,696,356,-8016,116,-356,410
75337,726,308,-8078,106,-276,406
75347,720,372,-7974,117,-248,408
75357,712,384,-8046,140,-293,395
75367,680,442,-8038,179,-371,369
75377,678,414,-8006,204,-432,339
75387,694,400,-7944,183,-440,315
75397,666,446,-7924,136,-429,316
75407,694,516,-7902,101,-390,308
75417,704,566,-8022,114,-347,281
75427,712,622,-8014,177,-325,243
75437,682,616,-7912,326,-338,191
75447,620,636,-7946,588,-377,131
75457,580,614,-7894,858,-457,45
75467,596,512,-7888,1096,-488,-35
75478,584,466,-7856,1281,-476,-74
75488,582,400,-7892,1398,-451,-72
75498,498,370,-7796,1425,-440,-53
75508,552,424,-7910,1368,-448,-34
75518,576,470,-7850,1199,-447,-3
75528,662,488,-7900,1033,-400,33
75538,624,496,-7864,883,-389,71
75548,646,568,-7914,801,-431,112
75558,608,512,-7888,800,-514,126
75568,572,472,-7868,920,-626,129
75578,528,510,-7920,1087,-729,134
75588,512,444,-8030,1169,-731,146
75598,468,412,-8080,1113,-622,166
75608,484,438,-8102,1008,-422,179
75618,566,396,-8114,926,-216,176
75628,568,392,-8138,869,-68,172
75638,560,396,-8164,828,-49,159
75648,566,378,-8156,811,-103,145
75658,628,388,-8092,798,-152,121
75668,620,390,-8094,802,-189,119
75678,614,402,-8106,820,-244,128
75688,600,450,-8048,831,-285,144
75698,558,476,-8022,823,-284,148
75708,614,500,-8080,779,-299,143
75718,574,522,-8068,710,-295,141
75728,614,484,-7960,631,-266,132
75738,568,532,-8062,560,-218,127
75748,550,484,-7984,500,-131,129
75758,654,522,-8004,495,-51,132
75768,618,516,-7968,553,-90,131
75778,618,516,-7968,553,-90,131
75788,610,558,-7924,675,-314,100
75798,558,532,-7924,699,-408,94
75808,516,576,-7924,707,-456,94
75819,512,578,-7956,692,-432,80
75829,520,580,-7988,687,-360,84
75839,508,630,-8004,712,-299,87
75849,510,580,-8004,740,-246,84
75859,572,618,-7900,780,-217,93
75869,606,608,-7908,825,-220,123
75879,550,570,-7880,900,-244,129
75889,544,578,-7896,976,-301,127
75899,554,610,-7924,1024,-353,128
75909,508,644,-8028,1030,-384,113
75919,478,570,-8098,978,-408,103
75929,392,602,-8082,930,-431,93
75939,418,582,-8070,898,-430,99
75949,414,558,-8060,897,-386,110
75959,490,574,-7978,899,-301,125
75969,550,660,-7932,895,-235,144
75979,494,642,-7876,925,-235,174
75990,546,622,-7920,979,-292,186
76000,538,600,-7962,1024,-363,167
76010,532,560,-8000,1041,-427,137
76020,500,522,-7992,1008,-437,135
