# label=pronation
# trial=11
# subject=handback_single
# captured_at=20260412_032119
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
53856,-1926,-580,-7706,-1407,4157,956
53866,-1958,-526,-7712,-1427,4254,961
53876,-2070,-438,-7882,-1489,4352,986
53886,-2178,-618,-7502,-1515,4117,990
53896,-1892,-512,-7602,-1796,4506,1039
53906,-1904,-404,-7488,-1601,4897,987
53916,-1400,-536,-7800,-1460,4468,968
53926,-1636,-358,-7522,-1499,4463,966
53936,-1732,-376,-7488,-1013,3721,809
53946,-1438,-332,-7428,-1103,3153,865
53956,-1358,-308,-7356,-1064,3176,962
53966,-1300,-290,-7264,-723,3383,1054
53976,-1158,-316,-7404,-387,2689,1188
53986,-1386,-352,-7390,-166,1289,1226
53996,-1688,-444,-7444,149,-346,939
54006,-1974,-598,-7530,454,-1853,508
54016,-2668,-908,-7706,611,-2585,-258
54026,-2830,-1074,-7734,457,-2545,-1247
54036,-3204,-1506,-7864,47,-1658,-2481
54046,-3190,-1812,-8150,-513,-239,-3962
54056,-3508,-1890,-8270,-2795,2615,-5773
54066,-3508,-1890,-8270,-2795,2615,-5773
54076,-3554,-1696,-8316,-4147,3672,-5702
54086,-3676,-1608,-8822,-10172,5751,-3045
54096,-2982,-1290,-8948,-13648,5916,-1174
54106,-2998,-1062,-9314,-16963,4724,432
54116,-3344,-786,-8680,-20163,2539,1874
54126,-3646,-342,-9458,-22623,-215,3348
54136,-3726,-440,-8426,-24736,-2697,4505
54146,-4394,-134,-8434,-26264,-5547,5308
54156,-4796,350,-8108,-27098,-7846,6327
54166,-5570,1090,-7716,-27521,-9344,7434
54176,-5594,1972,-7240,-27491,-9794,8638
54187,-5526,2726,-6596,-26702,-9239,9732
54197,-5476,3910,-5720,-25405,-7934,10786
54207,-5228,4710,-4726,-23667,-6165,11707
54217,-4306,5784,-4132,-21234,-4336,12540
54227,-3442,6240,-3120,-18461,-2868,13166
54237,-3006,6804,-2566,-14603,-1910,13801
54247,-3426,7176,-3174,-10587,-2334,14196
54257,-3602,6744,-2086,-6996,-5412,14303
54267,-3388,6764,-1554,-3244,-7153,14147
54277,-3098,6966,-1620,-363,-8119,13798
54287,-3322,7480,-1486,3233,-8165,13033
54297,-2058,7628,-972,6880,-7193,12000
54307,-2268,7592,-846,10743,-6476,10604
54317,-1728,7298,-1472,14706,-5582,8608
54327,-1196,7182,-1504,18501,-2772,5984
54337,-754,5686,-1474,22174,-1042,2520
54347,-426,4730,-1806,25383,-317,-979
54358,-614,3400,-1972,28686,-341,-4572
54368,-652,1652,-2578,31432,-854,-7214
54378,-1712,970,-3318,31432,-932,-8509
54388,-1842,498,-3938,31432,774,-8931
54398,-1808,340,-4406,31432,2665,-9439
54408,-1382,-86,-5296,30107,3985,-10895
54418,-1428,-474,-6026,27049,5219,-12605
54428,-1538,-1016,-6744,24353,5595,-13952
54438,-1942,-1522,-7140,22285,5356,-14826
54448,-2090,-1524,-7554,20408,5302,-15223
54458,-2064,-2328,-7696,18296,5084,-15387
54468,-3010,-2686,-7990,15685,5035,-15209
54478,-3340,-3870,-8468,9435,6630,-13698
54488,-3340,-3870,-8468,9435,6630,-13698
54498,-3622,-4164,-8620,5391,7452,-12522
54508,-3746,-4630,-9010,-1856,9418,-11229
54518,-3950,-4654,-8678,-4597,10404,-11092
54528,-3204,-4836,-9198,-7019,10949,-11144
54538,-3078,-4808,-9052,-9243,11456,-11247
54548,-2872,-4444,-9102,-11079,11728,-11459
54558,-2600,-4150,-9092,-12867,11265,-11553
54568,-2630,-3852,-8794,-14923,10728,-11301
54578,-2502,-3274,-8728,-17387,11033,-10675
54588,-2506,-3098,-8814,-19803,11626,-9828
54598,-1726,-2890,-8654,-21761,11048,-8822
54608,-1092,-2282,-8280,-23182,11419,-7311
54618,-744,-1422,-8980,-23492,11588,-5784
54628,-780,-1170,-8638,-22531,11559,-4322
54638,-316,-900,-8730,-21396,9582,-2912
54648,-376,-64,-8352,-19614,5520,-1846
54658,-1064,2,-8600,-17283,1721,-1339
54668,-1554,452,-8448,-16163,-1267,-714
54678,-2224,960,-8054,-15987,-3735,-57
54688,-3052,512,-7890,-15425,-5311,477
54699,-3044,1634,-8246,-15595,-6481,1153
54709,-3340,1578,-7568,-16320,-6433,1721
54719,-2888,2452,-7684,-16869,-5598,2399
54729,-3180,2616,-6776,-16300,-5150,2930
54739,-2960,2974,-6600,-14852,-3762,3275
54749,-2886,3520,-6338,-13318,-2477,3388
54759,-2608,3810,-6172,-11766,-2173,3400
54769,-2874,4054,-5968,-10105,-2737,3404
