# label=radial_deviation
# trial=17
# subject=handback_single
# captured_at=20260412_031255
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
84302,598,-472,-8244,827,-634,163
84312,332,-578,-8358,785,-957,54
84322,222,-480,-8302,626,-1186,114
84332,152,-446,-8284,477,-1172,191
84342,80,-434,-8152,463,-883,239
84352,124,-382,-8152,559,-420,236
84362,20,-356,-8144,704,0,198
84372,56,-364,-8116,850,207,171
84382,136,-322,-8056,994,232,141
84392,210,-338,-8010,1060,188,91
84402,140,-388,-7860,1074,110,42
84412,186,-346,-7776,1091,87,26
84422,252,-416,-7836,1086,161,28
84432,304,-372,-7828,886,353,21
84442,206,-356,-7846,896,424,43
84452,282,-442,-7846,775,463,108
84462,206,-468,-7884,752,442,138
84472,172,-422,-7804,683,323,185
84482,162,-486,-7764,612,248,231
84492,150,-432,-7734,614,229,254
84502,250,-446,-7960,697,342,286
84512,326,-462,-8128,739,441,298
84523,518,-28,-7904,697,435,291
84533,344,-638,-8038,813,490,254
84543,552,-626,-8262,1227,558,103
84553,458,-766,-8490,1263,490,-64
84563,384,-574,-8486,1167,244,-47
84573,354,-558,-8356,863,15,80
84583,318,-432,-8156,660,20,152
84593,346,-454,-7986,856,226,94
84603,342,-536,-7942,970,367,1
84613,292,-468,-7876,997,287,-62
84623,156,-428,-7958,1203,162,-91
84633,170,-442,-8006,1304,8,-91
84643,116,-472,-7906,1285,-187,-80
84653,110,-450,-7794,1218,-301,-25
84663,152,-542,-7828,1138,-240,27
84673,168,-544,-7946,964,-42,105
84683,156,-500,-7958,939,173,172
84694,264,-514,-8054,836,381,196
84704,370,-508,-8050,819,462,194
84714,386,-452,-8038,901,407,178
84724,400,-482,-7946,1054,308,150
84734,402,-512,-7948,1248,176,81
84744,316,-486,-7906,1388,10,9
84754,180,-556,-7894,1418,-132,24
84764,222,-580,-7922,1411,-204,98
84774,194,-600,-7938,1382,-163,159
84784,176,-638,-7916,1367,-71,190
84794,156,-616,-7922,1403,12,183
84804,218,-658,-7948,1495,28,150
84814,138,-680,-8008,1622,-40,50
84824,54,-754,-8024,1664,-190,0
84834,46,-750,-8132,1617,-327,6
84844,-32,-784,-7982,1434,-377,69
84854,62,-724,-8072,1204,-293,173
84864,28,-780,-7844,926,-57,250
84874,28,-720,-7840,719,223,354
84884,154,-700,-7878,648,474,354
84894,254,-712,-7896,721,594,309
84904,228,-646,-7880,1076,259,110
84914,228,-646,-7880,1076,259,110
84924,170,-660,-7858,1404,-348,15
84934,340,-610,-8110,1426,-614,49
84944,54,-604,-8098,1374,-694,246
84954,172,-738,-7968,1228,-522,234
84964,350,-702,-8120,1120,-177,253
84974,308,-702,-8124,1094,71,238
84984,300,-708,-7934,1136,157,307
84994,242,-710,-7756,1280,15,359
85004,140,-812,-7654,1475,-300,324
85014,-74,-734,-7676,1655,-670,265
85024,-150,-924,-7696,1739,-980,294
85035,-456,-844,-7568,1784,-1118,452
85045,-410,-970,-7784,1699,-967,459
85055,-338,-1046,-8210,1557,-617,321
85065,-454,-1006,-8356,1406,-285,353
85075,-414,-1164,-8404,1206,-40,307
85085,-278,-1106,-8440,1009,168,254
85095,-264,-980,-8136,918,214,224
85105,-184,-820,-7992,930,200,205
85115,-114,-838,-7926,998,214,130
85125,-224,-770,-7898,1178,242,53
85135,-10,-886,-7908,1100,222,67
85145,-82,-982,-7990,980,153,103
85155,-170,-992,-7980,1029,140,150
85165,-146,-1010,-7998,1022,154,177
85175,-118,-960,-7942,975,120,192
85185,-40,-986,-8272,978,71,165
85195,-356,-998,-7964,967,-2,233
85206,-152,-970,-8032,968,21,142
85216,-240,-1020,-8000,983,71,105
85226,-228,-992,-7940,1019,63,150
85236,-262,-982,-7886,984,82,151
85246,-248,-980,-7902,952,147,127
85256,-254,-1058,-7956,936,162,111
85266,-278,-1026,-7890,919,186,115
85276,-304,-1018,-7972,917,224,110
85286,-296,-1002,-7870,952,284,111
85296,-270,-1022,-7974,999,355,117
85306,-254,-1008,-7874,1019,443,131
85316,-188,-972,-7950,996,522,119
85326,-140,-1038,-7898,815,508,125
85336,-140,-1038,-7898,815,508,125
85346,-152,-1070,-7864,735,347,98
85356,-158,-950,-7970,790,300,89
85366,-156,-1018,-8018,858,291,77
85376,-220,-1006,-8030,917,309,88
85386,-130,-1014,-7982,957,355,101
85396,-112,-1022,-7948,961,392,92
85406,-134,-1020,-7818,937,383,108
85416,-126,-1018,-7828,884,346,142
85426,-164,-1030,-7894,836,268,172
85436,-140,-996,-7866,788,213,176
85446,-152,-1034,-7916,754,213,197
85456,-164,-1060,-7968,771,268,177
85466,-118,-986,-8010,809,345,151
85476,-116,-1012,-8004,818,398,139
85486,-172,-1024,-7956,866,376,141
85496,-190,-1036,-7928,909,288,130
85506,-216,-1054,-7862,931,191,126
85516,-280,-1010,-7846,898,102,133
85526,-248,-1064,-7856,843,77,134
85536,-272,-1062,-7834,802,131,111
85547,-298,-1062,-7966,785,228,111
85557,-254,-1032,-8030,777,369,117
85567,-192,-1004,-8006,780,468,99
85577,-204,-1004,-7980,838,493,80
85587,-132,-1032,-7910,865,506,74
85597,-128,-986,-7906,908,459,83
85607,-106,-1036,-7846,909,374,78
85617,-122,-1014,-7842,906,311,72
85627,-144,-1088,-7830,846,271,76
85637,-130,-1088,-7882,827,298,117
85647,-128,-1128,-7912,826,342,126
85657,-194,-1054,-7950,835,385,116
85667,-228,-1068,-7956,860,396,119
85677,-238,-1032,-7980,892,394,138
85687,-184,-1078,-7934,927,381,144
85697,-226,-1042,-7938,937,361,146
85707,-168,-1030,-7940,902,339,142
