# label=pronation
# trial=9
# subject=handback_single
# captured_at=20260412_031853
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
42303,-1216,6696,-1836,8287,-690,10893
42313,-808,6672,-1792,10864,-1646,7805
42323,-594,6136,-2438,13859,-2094,5026
42333,-898,5532,-2550,16472,-2888,2856
42343,-1684,4870,-2690,18448,-3676,1416
42353,-1800,4160,-3388,19509,-3805,364
42363,-1926,4372,-3870,19953,-2296,-462
42373,-1040,3994,-4532,20351,219,-1561
42383,-1126,3970,-4754,20476,2408,-2664
42393,-808,3824,-4826,20835,3782,-4061
42403,-522,3086,-4920,21291,4511,-5834
42413,-612,2554,-5370,21314,4258,-7522
42423,-1364,1874,-5820,20375,3399,-8524
42433,-1520,1162,-6300,18899,3372,-8636
42443,-1224,1290,-6744,17261,4138,-8524
42454,-1306,708,-7096,15839,5080,-8924
42464,-1384,404,-7512,15113,5601,-9562
42474,-1178,62,-7824,14957,5170,-10176
42484,-1158,-512,-8196,14828,4313,-10891
42494,-2066,-766,-7860,14250,4243,-11425
42504,-2246,-1246,-8074,13372,4547,-11905
42514,-2168,-1606,-8284,12033,4974,-12240
42524,-2432,-1934,-8274,10499,5069,-12387
42534,-2734,-2508,-8186,9041,4599,-12417
42544,-3664,-2846,-8274,8046,4611,-12453
42554,-3758,-3330,-8156,6928,5163,-12417
42564,-4080,-3376,-7994,5844,5594,-12328
42574,-4102,-3738,-7924,4642,6202,-12375
42584,-3714,-3880,-8084,3716,7065,-12331
42594,-4086,-3992,-7956,2667,7478,-12265
42604,-3886,-3962,-7914,1463,7838,-11880
42614,-3590,-3918,-8030,230,8389,-11408
42624,-3354,-4376,-8162,-1203,8825,-10820
42634,-3070,-4220,-8118,-2668,8886,-10197
42644,-2748,-4134,-8320,-4112,8548,-9647
42654,-2658,-4068,-8400,-5681,8556,-9158
42664,-2836,-4030,-8350,-8675,10027,-8783
42674,-2836,-4030,-8350,-8675,10027,-8783
