# label=extension
# trial=1
# subject=handback_single
# captured_at=20260412_030731
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
4963,-636,44,-8070,-129,-106,-42
4973,-814,-10,-8024,93,-371,-91
4983,-740,-50,-8054,47,-440,-116
4993,-732,-78,-8122,-17,-348,-120
5003,-802,-38,-8090,-118,-282,-61
5013,-714,-68,-8146,-339,-106,32
5023,-704,-32,-8106,-496,-77,92
5033,-696,6,-8084,-545,-134,107
5043,-660,46,-8080,-534,-172,85
5053,-652,-28,-8052,-436,-244,67
5063,-678,30,-8036,-348,-358,76
5073,-670,-30,-7984,-340,-438,72
5083,-660,68,-7894,-385,-456,56
5093,-604,100,-7924,-453,-411,31
5103,-778,20,-7924,-551,-320,-11
5113,-724,80,-7960,-667,-243,-70
5123,-672,130,-7938,-807,-143,-113
5133,-678,124,-7922,-886,-22,-128
5143,-626,138,-7900,-849,87,-103
5153,-586,132,-7954,-750,160,-36
5163,-552,112,-7938,-631,111,36
5173,-532,110,-7972,-459,-42,77
5183,-590,74,-7986,-276,-289,58
5193,-710,34,-7958,-152,-511,5
5203,-814,44,-7996,-112,-653,-46
5213,-882,26,-7990,-162,-648,-83
5223,-808,58,-7936,-279,-423,-100
5233,-768,64,-7990,-397,-106,-95
5243,-730,102,-7990,-442,153,-93
5253,-696,90,-7960,-395,246,-104
5263,-656,80,-7870,-284,146,-127
5273,-630,82,-7966,-125,-65,-135
5283,-720,60,-7948,26,-272,-132
5293,-720,72,-7920,119,-393,-98
5303,-752,26,-7900,99,-396,-64
5313,-728,-4,-7956,26,-294,-11
5323,-696,32,-7958,-74,-217,17
5334,-694,16,-7994,-162,-188,11
5344,-700,20,-7992,-233,-225,0
5354,-702,42,-7996,-273,-274,-18
5364,-694,22,-7994,-263,-296,-31
5374,-726,18,-8006,-219,-294,-54
5384,-726,8,-7980,-171,-255,-54
5394,-674,-32,-7994,-143,-215,-52
5404,-636,-30,-8024,-100,-176,-34
5414,-694,-46,-7964,-58,-235,-14
5424,-694,-46,-7964,-58,-235,-14
5434,-704,-40,-8010,-104,-320,0
5444,-722,-36,-8004,-143,-317,-18
5454,-676,-62,-8042,-205,-272,-31
5464,-726,-80,-8024,-242,-227,-32
5474,-740,-58,-8028,-264,-190,-41
5484,-714,-74,-7988,-288,-146,-75
5494,-654,-12,-8006,-300,-115,-85
5504,-698,-16,-8004,-290,-120,-71
5514,-726,-32,-7954,-292,-153,-56
5524,-738,-4,-7948,-317,-170,-40
5534,-722,-32,-7930,-362,-195,-19
