# label=flexion
# trial=9
# subject=handback_single
# captured_at=20260412_030615
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
42308,380,988,-8096,990,-326,74
42318,352,1020,-8010,946,-289,48
42328,426,1048,-8094,880,-221,30
42338,356,1114,-8094,826,-200,27
42348,388,1148,-8156,797,-158,29
42358,488,1220,-8032,793,-151,36
42368,456,1186,-8120,801,-223,52
42378,418,1200,-8064,822,-341,54
42388,388,1126,-8052,825,-437,32
42398,336,1208,-8134,829,-452,36
42408,342,1158,-8230,860,-304,45
42418,290,1134,-8296,929,-59,22
42428,268,1092,-8270,944,145,-44
42438,356,1076,-8260,784,372,-86
42448,290,1102,-8264,644,409,-84
42458,290,1102,-8264,644,409,-84
42468,298,1176,-8214,498,435,-56
42478,272,1136,-8134,527,372,-44
42488,252,1068,-8156,612,262,-43
42498,246,1046,-8096,695,166,-25
42508,250,1018,-8060,723,97,-17
42518,212,994,-8014,685,36,-13
42528,216,964,-7918,595,16,1
42539,194,994,-7832,487,18,16
42549,238,1028,-7748,398,-4,41
42559,298,1096,-7624,357,-35,82
42569,342,1148,-7564,346,-56,133
42579,350,1146,-7460,364,-162,173
42589,386,1204,-7434,447,-310,208
42599,356,1182,-7446,568,-359,232
42609,384,1192,-7344,707,-333,250
42619,400,1152,-7406,861,-361,237
42629,446,1100,-7514,1021,-353,205
42639,420,1026,-7492,1142,-273,174
42649,492,1006,-7522,1193,-202,145
42659,516,996,-7596,1181,-148,148
42669,554,1032,-7596,1116,-136,164
42679,548,1070,-7622,1057,-212,173
42689,560,1082,-7628,1033,-310,191
42699,540,1100,-7676,1071,-411,214
42710,586,1140,-7802,1171,-477,227
42720,588,1112,-7844,1306,-519,224
42730,590,1100,-7830,1433,-516,194
42740,590,1112,-7960,1512,-481,155
42750,556,1102,-8044,1547,-409,105
42760,574,1082,-8028,1497,-317,60
42770,568,1116,-8148,1408,-255,38
42780,594,1156,-8128,1294,-209,34
42790,522,1160,-8176,1203,-173,29
42800,544,1164,-8186,1165,-174,12
42810,536,1110,-8186,1183,-137,-1
42820,554,1104,-8260,1208,-108,-14
42830,494,1102,-8170,1218,-164,-23
42840,478,1046,-8176,1193,-206,-30
42850,486,1090,-8128,1127,-241,-50
42860,370,1084,-8060,968,-341,-32
42870,296,1142,-8058,905,-352,-31
42880,246,1108,-8026,876,-336,-29
42890,240,1124,-8062,875,-260,-10
42900,280,1094,-7960,890,-166,9
42910,274,1080,-7958,905,-101,34
42920,270,1110,-7966,911,-98,52
42930,290,1074,-7932,921,-148,67
42940,290,1102,-7922,931,-205,85
42950,308,1114,-7906,937,-265,101
42960,246,1044,-7916,936,-310,125
42970,266,1036,-7968,905,-336,157
42980,266,1056,-7888,857,-324,176
42990,270,1052,-7886,821,-296,197
43000,268,1040,-7876,791,-277,209
43010,264,1072,-7838,779,-252,234
43020,314,1012,-7822,802,-257,257
43030,278,990,-7762,850,-272,274
43040,348,1012,-7812,895,-297,272
43051,302,1012,-7748,944,-314,286
43061,368,1014,-7750,979,-342,296
43071,332,1032,-7714,985,-376,292
43081,386,1054,-7776,978,-412,294
43091,378,1126,-7808,984,-419,296
43101,344,1126,-7900,1030,-407,301
43111,376,1150,-7892,1094,-362,285
43121,458,1088,-7992,1172,-312,273
43131,440,1098,-8008,1242,-298,258
43141,502,1032,-8128,1296,-251,226
43151,556,994,-8142,1255,-210,214
43161,542,1012,-8126,1170,-235,185
43171,520,1072,-8138,1053,-289,172
43181,472,1044,-8108,972,-322,151
43191,448,1060,-8106,919,-301,111
43201,448,1026,-8110,907,-299,99
43211,432,1048,-8092,925,-307,99
43222,432,1096,-8090,933,-280,101
43232,380,1068,-7996,949,-220,119
43242,374,1072,-7966,961,-182,117
43252,398,1072,-7926,953,-258,118
43262,376,1036,-7924,938,-292,125
43272,376,1036,-7924,938,-292,125
43282,374,1030,-7970,936,-260,96
43292,322,1036,-7788,931,-248,72
43302,302,1018,-7826,917,-254,67
43312,322,1020,-7838,903,-265,73
43322,288,1014,-7806,898,-287,77
43332,310,1096,-7782,926,-297,93
43342,284,1088,-7764,970,-326,114
43352,288,1142,-7792,1042,-353,123
43362,322,1072,-7836,1142,-358,135
43372,300,1054,-7858,1246,-353,129
43382,370,944,-7888,1340,-310,115
43392,364,896,-7956,1360,-257,100
43402,374,932,-7942,1307,-255,96
43412,360,876,-7934,1234,-281,83
43422,354,914,-7998,1162,-276,72
43432,358,900,-7988,1117,-271,83
43442,334,904,-8036,1114,-323,99
43452,348,920,-8062,1164,-349,110
43462,342,976,-8000,1151,-316,113
43472,304,890,-7990,1157,-303,110
43482,318,876,-8014,1181,-281,91
43492,358,866,-8024,1204,-283,59
43502,326,880,-7964,1202,-286,51
43512,322,858,-8034,1146,-267,79
43522,324,820,-7996,1065,-270,105
43532,308,838,-8028,998,-296,109
43542,264,846,-7932,964,-317,92
43552,322,844,-7948,966,-325,87
43563,346,900,-7986,1014,-303,88
43573,314,908,-8006,1064,-266,92
43583,400,908,-8006,1104,-278,100
43593,360,938,-8022,1122,-322,103
43603,336,922,-8016,1119,-354,97
