# label=pronation
# trial=5
# subject=handback_single
# captured_at=20260412_032046
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
21296,-3712,-4774,-6614,-6295,8453,-5845
21306,-3600,-4796,-6654,-7401,8587,-4999
21316,-3432,-4606,-6930,-8315,8911,-4429
21326,-3268,-4548,-6988,-9135,9547,-4117
21336,-2936,-4308,-7118,-10028,10215,-3961
21346,-2932,-4116,-7026,-10879,10660,-3891
21356,-2694,-3962,-7144,-11484,10913,-3713
21366,-2412,-3962,-7346,-11789,11225,-3465
21376,-2028,-3636,-7354,-11857,11464,-3180
21386,-1808,-3478,-7104,-11425,11613,-2893
21396,-1482,-3200,-7400,-10803,11237,-2572
21406,-1322,-2884,-7428,-10151,10416,-2192
21416,-1288,-2472,-7442,-9758,9449,-1822
21426,-1410,-2398,-7410,-9544,8591,-1503
21436,-1112,-2210,-7450,-9398,7673,-1125
21446,-1246,-2018,-7520,-8949,6712,-678
21456,-924,-1800,-7604,-7720,6374,195
21466,-924,-1800,-7604,-7720,6374,195
21476,-730,-1694,-7694,-6978,6172,560
21486,-862,-1330,-7666,-5388,5074,1120
21496,-784,-1304,-7642,-4655,4386,1341
21506,-976,-1282,-7654,-4020,3741,1487
21516,-1054,-1256,-7662,-3519,3332,1606
21526,-1050,-1268,-7770,-3220,3213,1752
21536,-1020,-1376,-7822,-3096,3462,1926
21547,-1020,-1352,-7922,-3066,3955,2112
21557,-840,-1296,-7922,-3048,4521,2221
21567,-668,-1280,-7956,-2965,4959,2231
21577,-446,-1232,-7958,-2780,5147,2129
21587,-404,-1198,-7920,-2500,4978,1941
21597,-384,-1182,-7804,-2208,4659,1736
21607,-376,-1114,-7788,-1972,4330,1544
21617,-432,-1030,-7696,-1889,4063,1431
21627,-392,-1056,-7778,-1979,4095,1400
21637,-352,-1012,-7664,-2126,4313,1450
21647,-276,-946,-7582,-2271,4513,1548
21657,-202,-870,-7652,-2394,4527,1633
21667,-182,-834,-7750,-2391,4491,1696
21677,-360,-864,-7602,-2329,4272,1677
21687,-462,-794,-7542,-2196,3911,1619
21697,-432,-762,-7482,-2018,3725,1541
21707,-282,-786,-7582,-1806,3772,1461
21718,-358,-776,-7578,-1549,4002,1405
21728,-458,-862,-7612,-1410,4204,1296
21738,-516,-884,-7636,-1403,4231,1138
21748,-300,-836,-7658,-1429,4222,1022
21758,-254,-870,-7772,-1372,4264,951
21768,-250,-786,-7884,-1270,4285,898
21778,-454,-918,-7802,-1167,4237,764
21788,-518,-1034,-7756,-1023,4137,614
21798,-556,-984,-7762,-864,4111,511
21808,-602,-984,-7736,-780,4042,439
21818,-624,-998,-7674,-792,3994,440
21828,-692,-1070,-7730,-894,4156,483
21838,-738,-1018,-7790,-1057,4342,558
21848,-734,-1052,-7798,-1239,4367,628
21858,-594,-1032,-7932,-1400,4390,698
21868,-526,-1038,-8012,-1447,4396,741
21878,-576,-1100,-8032,-1266,4232,754
21888,-576,-1100,-8032,-1266,4232,754
21898,-724,-1210,-8042,-976,4019,593
21908,-920,-1164,-7942,-992,3868,485
21918,-824,-1060,-8152,-1159,4010,410
21928,-848,-1102,-8008,-1234,3971,354
21938,-754,-1054,-8054,-1413,4278,380
21948,-698,-1040,-8056,-1480,4462,430
21958,-530,-1034,-8028,-1369,4647,464
21968,-370,-1080,-8104,-1126,4713,458
21978,-424,-1040,-8016,-809,4558,391
21988,-498,-1040,-8008,-537,4181,314
21998,-672,-1166,-7920,-424,3668,287
22008,-706,-1158,-7940,-478,3285,369
22018,-692,-1170,-7912,-849,3154,507
