# label=extension
# trial=13
# subject=handback_single
# captured_at=20260412_030834
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
63328,-824,-418,-8000,-1326,90,360
63338,-788,-288,-8000,-1308,272,417
63348,-810,-244,-7950,-1371,170,401
63358,-824,-280,-7866,-1391,-132,383
63368,-882,-240,-7864,-1301,-485,346
63378,-996,-306,-7760,-1268,-756,341
63388,-1000,-258,-7762,-1304,-785,357
63398,-1042,-308,-7816,-1365,-717,352
63408,-952,-288,-7992,-1371,-573,362
63418,-868,-220,-8146,-1369,-393,344
63428,-868,-178,-8208,-1268,-248,290
63438,-902,-242,-8206,-1048,-246,209
63448,-866,-172,-8138,-881,-321,149
63458,-926,-170,-8074,-633,-522,77
63468,-1098,-154,-7932,-391,-874,89
63478,-1212,-198,-7808,-411,-803,99
63488,-1212,-198,-7808,-411,-803,99
63498,-1370,-112,-7744,-570,-444,52
63508,-1432,-126,-7656,-721,-312,62
63518,-1466,-116,-7596,-917,-254,114
63528,-1520,-64,-7666,-1059,-265,174
63538,-1708,-28,-7774,-1232,-240,256
63548,-1758,-114,-7888,-1385,-85,381
63558,-1654,-92,-7954,-1418,49,456
63568,-1554,-94,-7946,-1465,303,484
63578,-1394,-118,-7902,-1430,611,468
63588,-1260,-42,-7932,-1319,883,367
63598,-1308,-26,-8008,-1169,1012,275
63608,-1110,-20,-8074,-1008,1032,250
63618,-1088,48,-8050,-832,932,153
63628,-1098,46,-8046,-692,791,141
63638,-968,138,-7918,-578,792,186
63648,-860,218,-7942,-518,932,292
63659,-722,180,-7878,-516,1126,382
63669,-596,198,-7908,-614,1323,435
63679,-552,270,-7910,-760,1243,470
63689,-474,292,-7762,-720,1229,499
63699,-134,152,-7994,-873,1219,567
63709,-270,188,-8172,-452,1306,591
63719,-196,328,-8104,-447,1329,602
63729,-52,216,-8292,-478,895,535
63739,-180,260,-8262,-422,454,439
63749,-104,276,-8116,-348,286,361
63759,-148,250,-8064,-188,134,293
63769,-168,264,-8006,-125,40,214
63779,-202,208,-7946,-94,-167,183
63789,-276,168,-7934,-178,-397,219
63799,-224,170,-7866,-202,-536,256
63809,-246,182,-7932,-223,-585,293
63819,-288,98,-8024,-302,-618,319
63830,-252,160,-8110,-399,-657,332
63840,-310,178,-8148,-499,-731,285
63850,-360,172,-8198,-524,-853,232
63860,-454,208,-8158,-505,-1024,136
63870,-708,256,-7890,-618,-1410,124
63880,-708,256,-7890,-618,-1410,124
63890,-912,146,-7642,-787,-1589,320
63900,-916,166,-7766,-769,-1467,392
63910,-892,188,-7884,-905,-1268,360
63920,-986,208,-7864,-1066,-1270,229
63930,-1078,204,-7844,-1181,-1125,133
63940,-992,202,-7996,-1210,-887,78
63950,-1040,272,-8052,-1180,-953,2
63960,-1136,184,-7968,-1160,-1012,-92
63970,-1320,104,-8132,-1021,-1067,-170
63980,-1292,148,-7902,-708,-1050,-115
63990,-1340,182,-7908,-489,-888,-59
64000,-1342,266,-7758,-423,-713,20
64010,-1344,206,-7718,-531,-594,35
64020,-1306,346,-7758,-638,-510,60
64030,-1326,256,-7862,-733,-444,68
64040,-1374,214,-7832,-797,-395,88
64050,-1314,294,-7990,-756,-297,57
64060,-1274,240,-7900,-663,-192,35
64070,-1248,266,-7864,-559,-98,17
64080,-1222,280,-7802,-479,1,1
64090,-1184,306,-7874,-413,115,31
64100,-1094,392,-7810,-377,188,66
64110,-1012,352,-7882,-426,187,51
64120,-1108,504,-7960,-533,163,39
64130,-998,454,-7954,-712,94,29
64140,-948,478,-7974,-856,155,56
64150,-888,548,-7894,-1014,258,123
64160,-722,436,-8036,-1133,420,158
64171,-666,492,-7816,-1216,539,130
64181,-570,524,-8004,-1200,535,70
64191,-766,612,-7834,-1104,388,9
64201,-598,602,-8092,-976,154,1
64211,-720,548,-8140,-866,-106,-50
64221,-574,352,-8076,-715,-289,-48
64231,-624,478,-8002,-630,-342,-41
64241,-708,504,-7968,-597,-357,-46
64251,-752,550,-7904,-604,-367,-68
64261,-786,502,-7860,-613,-421,-79
64271,-866,494,-7782,-609,-519,-69
64281,-874,592,-7958,-587,-632,-20
