# label=supination
# trial=8
# subject=handback_single
# captured_at=20260412_032235
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
37067,2634,6366,-4358,-15468,-1186,-2506
37078,2800,6618,-3976,-14494,-1821,-3953
37088,2686,6622,-4038,-13176,-1770,-5598
37098,2022,6424,-3824,-12131,-2191,-6991
37108,2124,6826,-3556,-12528,-2851,-7963
37118,1464,6900,-3404,-12601,-3236,-8782
37128,942,7024,-3248,-12211,-3487,-9294
37138,494,7360,-2804,-11846,-4135,-9522
37148,132,7456,-2580,-11406,-4514,-9590
37158,-260,7480,-1832,-10710,-3894,-9637
37168,-26,7338,-1890,-10044,-2750,-9730
37178,-82,7378,-1602,-9936,-1427,-9870
37188,-966,7168,-1652,-9080,-421,-9788
37198,-1180,7512,-1514,-8209,-379,-9417
37208,-1920,7436,-904,-7587,-992,-9085
37218,-1978,8106,-670,-6774,-2096,-8672
37228,-2176,8730,-162,-5702,-2675,-8188
37238,-2466,8948,248,-4156,-2235,-7540
37248,-2420,8846,72,-1902,-1210,-6992
37258,-2760,8644,342,465,188,-6669
37268,-3238,8966,-1210,2741,1676,-6535
37278,-3546,7740,38,5484,3013,-6937
37288,-2538,7366,-538,8069,4451,-7213
37298,-1554,6522,-1020,9101,5814,-7891
37308,-1264,6308,-1608,9800,7091,-8837
37318,-1376,5876,-1700,9954,7105,-10096
37328,-2116,5976,-2290,10260,6411,-11059
37338,-3208,6310,-2244,11007,5333,-11579
37348,-4090,6448,-2058,11950,4512,-12003
37358,-4442,6054,-2532,14313,4795,-12126
37368,-4320,5200,-3036,16697,5887,-11995
37378,-4384,4598,-3232,19176,7139,-11836
37388,-3748,3956,-3772,21232,8225,-11560
37398,-3440,3348,-3890,22583,8109,-11171
37408,-3176,2924,-4308,23090,7029,-10498
37419,-3116,2740,-4240,23266,5351,-9572
37429,-3220,2100,-5012,23143,3141,-8533
37439,-3828,1668,-5150,22732,1268,-7426
37449,-3990,1334,-5622,22796,-683,-5751
37459,-5444,136,-6476,21618,-3729,-2411
37469,-5444,136,-6476,21618,-3729,-2411
37479,-5830,-778,-6930,19624,-1745,-172
37489,-5674,-802,-7120,18138,-431,770
37499,-5720,-1168,-7234,16521,804,1867
37509,-5350,-1420,-7338,15232,1832,2976
37519,-5206,-1368,-7442,13884,2466,4146
37529,-4840,-1296,-7536,13006,3071,5433
37539,-4358,-1724,-7820,12373,3619,6737
37549,-3524,-1668,-7906,11578,3463,7635
37559,-3576,-1686,-7994,10830,2887,8319
37569,-3702,-1666,-8140,10180,2243,9088
37579,-4160,-1624,-8090,9428,1341,10322
37590,-4532,-1866,-7916,8903,1245,12221
37600,-4724,-2200,-7696,8348,1802,14580
37610,-4464,-2628,-7294,7920,2294,17320
37620,-3630,-2756,-7306,7747,3168,19979
