# label=radial_deviation
# trial=13
# subject=handback_single
# captured_at=20260412_031233
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
63300,-552,-30,-8190,-362,593,247
63310,-498,-10,-8036,-298,600,224
63320,-488,-44,-7942,-158,819,149
63330,-444,-56,-7818,92,1025,125
63340,-542,-118,-7862,328,1079,147
63350,-490,-144,-7992,398,917,190
63360,-360,-6,-7996,293,533,321
63370,-448,2,-8074,117,254,356
63380,-496,24,-8192,29,-120,317
63390,-430,42,-8336,29,-56,297
63400,-460,74,-8196,-76,57,262
63410,-410,106,-8132,-238,95,194
63420,-286,110,-7956,-296,105,117
63430,-360,154,-7734,-205,19,61
63440,-460,142,-7710,31,-128,45
63450,-512,94,-7696,305,-279,56
63460,-526,130,-7668,478,-404,131
63470,-562,204,-7864,495,-467,255
63480,-664,146,-7840,373,-451,405
63490,-758,164,-7838,232,-357,494
63500,-718,214,-7878,227,-217,486
63510,-684,206,-7896,256,-86,354
63520,-740,192,-8008,300,-63,178
63531,-782,172,-8122,385,-176,51
63541,-924,166,-8210,541,-323,-30
63551,-1034,134,-8208,738,-362,-122
63561,-1034,164,-8136,964,-222,-191
63571,-952,126,-8106,1188,54,-165
63581,-894,124,-7954,1368,364,-121
63591,-872,124,-7894,1406,537,-58
63601,-876,108,-7794,1292,579,-8
63611,-836,126,-7712,1142,560,21
63621,-840,116,-7700,1037,550,53
63631,-790,126,-7716,931,607,113
63641,-682,136,-7780,823,741,114
63651,-688,100,-8026,713,845,69
63661,-664,80,-8150,608,871,-11
63671,-646,118,-8238,629,847,-25
63681,-584,148,-8160,790,813,15
63691,-568,174,-8194,1011,764,70
63702,-548,154,-8072,1147,712,95
63712,-538,102,-7976,1167,654,126
63722,-488,108,-7902,1077,562,127
63732,-440,136,-7946,975,465,20
63742,-538,102,-7936,942,362,-116
63752,-720,88,-7946,984,215,-182
63762,-820,72,-7958,1053,99,-164
63772,-716,120,-8018,1111,135,-85
63782,-584,116,-8100,1258,646,136
63792,-584,116,-8100,1258,646,136
63802,-442,90,-8008,1283,1063,307
63812,-356,80,-7912,1212,966,371
63822,-340,48,-7890,1107,730,371
63832,-394,94,-7822,962,495,341
63842,-450,48,-7840,807,351,332
63852,-436,88,-7904,654,301,255
63862,-496,94,-8008,534,313,174
63872,-572,128,-8020,501,310,178
63882,-534,106,-8082,550,341,248
63892,-438,96,-8044,649,402,352
63902,-428,92,-8132,764,455,409
63912,-312,122,-8108,855,473,373
63922,-388,62,-8046,926,418,285
63932,-430,60,-7958,949,274,223
63942,-464,66,-7956,942,107,174
63952,-534,74,-7956,929,-45,136
63962,-578,50,-7842,865,-93,117
63972,-578,56,-7780,761,-33,144
63982,-566,84,-7846,620,85,158
63992,-562,88,-7966,512,184,165
64002,-590,76,-8036,455,229,162
64012,-510,110,-8052,498,230,151
64022,-474,106,-8098,587,208,165
64032,-360,142,-8074,660,188,179
64043,-386,114,-7950,679,153,149
64053,-428,128,-7868,653,70,140
64063,-462,142,-7800,573,-44,155
64073,-568,148,-7816,487,-147,175
64083,-610,126,-7878,414,-224,217
64093,-682,142,-7850,345,-227,263
64103,-680,168,-7994,288,-183,258
64113,-716,152,-8024,251,-145,210
64123,-750,172,-8202,299,-105,193
64133,-820,106,-8208,406,-90,168
64143,-830,106,-8160,586,-84,125
64153,-852,98,-8190,764,-51,117
64163,-846,82,-8060,849,-2,120
64173,-868,128,-8006,877,45,139
64183,-868,114,-7864,874,102,144
64193,-868,114,-7866,854,182,121
64203,-912,132,-7912,839,266,84
64214,-896,112,-7922,841,342,83
64224,-842,154,-7920,812,508,86
64234,-814,132,-7956,802,601,95
64244,-748,158,-7936,801,692,125
64254,-686,176,-7922,783,782,147
64264,-654,200,-7988,770,848,175
64274,-510,154,-7978,759,915,231
64284,-432,172,-7960,785,973,235
64294,-404,226,-7930,848,970,151
64304,-384,192,-7974,944,892,74
64314,-410,250,-7864,1074,784,48
64324,-400,226,-7904,1196,725,32
64334,-368,188,-7934,1216,686,13
64344,-412,160,-7954,1040,612,19
64354,-416,190,-8008,726,510,75
64364,-550,174,-8064,439,356,133
64374,-660,128,-8026,281,240,179
64384,-674,172,-8224,317,218,181
64394,-668,150,-8188,479,252,129
64404,-596,168,-8174,676,299,86
64414,-568,188,-8118,819,343,109
64424,-570,158,-8076,902,341,120
64434,-544,190,-7932,979,300,100
64444,-620,170,-7880,1041,242,76
64454,-584,134,-7792,1062,206,85
64464,-642,164,-7864,966,167,120
64474,-626,154,-7866,844,218,118
64484,-642,156,-7932,724,316,100
64494,-650,130,-8064,646,384,101
64504,-644,108,-8080,643,450,102
64514,-548,120,-8082,710,490,112
64524,-494,130,-8090,799,499,107
64534,-476,156,-8036,866,446,97
64544,-450,200,-7960,909,374,95
64555,-462,212,-7984,910,331,99
64565,-436,184,-7968,903,307,93
64575,-420,150,-7996,888,298,86
64585,-472,180,-7990,846,274,87
64595,-472,126,-8022,798,212,77
64605,-488,136,-7998,781,157,75
64615,-524,116,-8034,798,123,76
64625,-550,140,-8034,834,120,80
64635,-562,150,-8050,859,146,82
64645,-494,162,-8034,879,199,103
64655,-538,130,-7986,875,226,112
64665,-532,150,-7892,879,221,93
64675,-592,156,-7960,833,128,55
64685,-592,156,-7960,833,128,55
64695,-660,138,-8040,794,140,67
64705,-748,144,-7992,770,199,101
64715,-656,160,-7970,767,258,128
64726,-654,164,-7974,793,301,121
64736,-690,150,-8002,816,332,122
64746,-644,134,-8036,838,348,124
64756,-608,178,-7914,854,357,120
64766,-572,160,-7994,854,400,123
64776,-546,176,-7974,843,433,122
64786,-542,134,-7962,827,436,99
64796,-528,126,-7958,811,441,98
64806,-534,106,-7966,798,399,99
64816,-568,152,-7994,826,348,98
64826,-524,162,-8022,847,313,106
64836,-526,170,-8044,838,301,101
64846,-494,134,-8012,848,290,105
64856,-510,152,-7964,840,280,110
64866,-488,180,-7934,827,267,105
64876,-498,150,-8010,823,242,103
64886,-502,144,-8006,800,222,98
64896,-490,146,-8048,786,247,122
64906,-486,156,-8030,784,277,139
64916,-472,148,-8008,801,288,143
64926,-474,132,-8004,817,254,107
64936,-474,164,-7978,825,196,87
64946,-506,154,-8034,812,125,66
64956,-576,150,-7988,807,49,42
64966,-604,138,-7968,821,17,56
64976,-500,192,-7926,806,57,72
64986,-568,158,-7936,768,113,98
64996,-666,132,-7974,758,108,108
65006,-658,86,-7946,753,85,120
65016,-636,136,-7972,759,62,112
65026,-682,134,-8010,812,43,82
65036,-678,96,-8102,840,70,74
65046,-678,124,-8004,821,139,87
65056,-674,84,-7996,817,194,103
65067,-670,120,-7982,818,226,111
65077,-680,134,-7900,808,239,94
65087,-678,124,-7926,820,223,99
65097,-700,126,-7950,811,209,80
65107,-726,118,-7924,810,234,89
65117,-660,124,-7962,805,281,115
65127,-678,168,-7956,804,351,133
65137,-620,140,-7994,802,404,137
65147,-626,126,-7972,776,409,135
65157,-606,154,-8012,752,396,108
65167,-642,154,-8032,741,362,100
65177,-594,134,-8066,761,328,103
65187,-578,152,-8006,793,336,105
65197,-558,112,-7984,825,345,113
65207,-570,146,-7952,830,329,111
