# label=ulnar_deviation
# trial=5
# subject=handback_single
# captured_at=20260412_031355
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
21296,-1710,1202,-7396,686,692,122
21306,-1798,1138,-7346,304,549,93
21316,-1836,1190,-7564,111,331,80
21326,-1924,1146,-7736,0,273,82
21336,-1990,1106,-7806,32,358,98
21346,-1998,1252,-7994,219,509,160
21356,-1906,1210,-8006,417,688,281
21366,-1838,1228,-7936,588,814,376
21376,-1706,1222,-7852,653,867,384
21386,-1672,1298,-7612,709,876,359
21396,-1558,1202,-7638,715,874,391
21406,-1644,1096,-7450,631,817,421
21416,-1472,1120,-7484,530,692,441
21426,-1494,1192,-7536,149,551,408
21436,-1498,1166,-7606,-306,496,263
21446,-1682,1222,-7774,-620,501,71
21456,-1654,1348,-7986,-656,556,-28
21466,-1624,1324,-8066,-529,694,-41
21476,-1594,1332,-8012,-227,766,-29
21486,-1512,1344,-7978,189,705,-9
21496,-1500,1302,-7684,724,278,70
21506,-1500,1302,-7684,724,278,70
21516,-1488,1206,-7534,665,11,83
21526,-1556,1210,-7606,495,21,-20
21536,-1746,1254,-7554,272,81,-103
21547,-1688,1312,-7648,128,165,-56
21557,-1690,1280,-7734,65,298,85
21567,-1722,1280,-7744,-63,488,260
21577,-1620,1286,-7720,3,619,442
21587,-1618,1286,-7682,70,608,604
21597,-1474,1232,-7766,142,573,666
21607,-1406,1244,-7808,150,496,498
21617,-1408,1312,-7816,141,387,118
21627,-1536,1376,-7794,147,224,-206
21637,-1668,1326,-7750,216,40,-295
21647,-1654,1322,-7716,353,-90,-235
21657,-1646,1354,-7696,421,-100,-122
21667,-1678,1328,-7746,421,40,23
21677,-1592,1378,-7706,360,258,169
21687,-1620,1330,-7848,314,445,267
21697,-1606,1258,-7886,366,554,300
21707,-1506,1242,-7876,506,560,170
21718,-1532,1264,-7752,707,433,-62
21728,-1618,1270,-7644,862,211,-211
21738,-1700,1226,-7538,915,-36,-187
21748,-1724,1170,-7460,836,-133,-40
21758,-1658,1182,-7400,645,-48,140
21768,-1766,1258,-7348,371,159,389
21778,-1772,1264,-7504,85,396,758
21788,-1628,1338,-7720,-176,602,1034
21798,-1740,1242,-7814,-442,698,1048
21808,-1738,1304,-7984,-480,653,910
21818,-1676,1338,-7978,-294,573,746
21828,-1666,1378,-7944,-58,533,634
21838,-1540,1380,-7866,134,523,576
21848,-1526,1394,-7796,192,509,558
21858,-1464,1420,-7768,174,502,548
21868,-1392,1420,-7824,157,511,571
21878,-1316,1446,-7790,146,497,531
21888,-1264,1474,-7820,185,499,388
21898,-1254,1436,-7814,275,448,262
21908,-1238,1468,-7836,355,339,146
21918,-1366,1456,-7930,530,30,-75
21928,-1340,1512,-7878,653,-56,-132
21938,-1326,1464,-7762,791,-63,-149
21948,-1288,1388,-7662,939,-58,-138
21958,-1326,1366,-7678,1025,-89,-99
21968,-1408,1330,-7588,986,-200,-61
21978,-1436,1316,-7740,942,-333,-29
21988,-1530,1302,-7742,875,-423,24
21998,-1570,1362,-7842,829,-466,109
22008,-1734,1274,-7838,759,-457,153
22018,-1774,1238,-7796,713,-439,76
22028,-1832,1280,-7872,764,-402,-86
22038,-1904,1262,-7864,857,-357,-212
22048,-1972,1252,-7768,975,-270,-250
22059,-1890,1244,-7672,1083,-197,-259
22069,-1810,1160,-7588,1128,-81,-217
22079,-1784,1130,-7458,1081,39,-180
22089,-1784,1140,-7510,981,84,-96
22099,-1758,1114,-7398,782,117,31
22109,-1780,1070,-7546,553,166,78
22119,-1782,1058,-7566,387,207,15
22129,-1818,1076,-7630,281,229,-88
22139,-1880,1092,-7692,268,231,-160
22149,-1952,1096,-7732,272,179,-197
22159,-1902,1134,-7664,283,168,-186
22169,-1958,1066,-7606,290,176,-102
22179,-1988,1146,-7734,301,216,17
22189,-1928,1144,-7630,234,270,129
22199,-1800,1198,-7620,131,382,223
22209,-1720,1192,-7690,8,500,260
22219,-1666,1152,-7830,-70,580,185
22230,-1802,1210,-7938,-89,583,29
22240,-1784,1256,-7998,-2,518,-101
22250,-1804,1218,-7892,200,473,-150
22260,-1722,1230,-7812,452,434,-162
22270,-1684,1218,-7752,656,456,-106
22280,-1618,1228,-7636,730,503,-52
22290,-1618,1170,-7660,649,567,-37
22300,-1596,1242,-7634,522,581,-6
22310,-1556,1202,-7644,316,554,-34
22320,-1556,1202,-7644,316,554,-34
22330,-1556,1244,-7740,316,487,-51
22340,-1530,1266,-7796,292,339,-86
22350,-1576,1276,-7814,306,267,-122
22360,-1522,1294,-7758,345,220,-135
22370,-1670,1222,-7778,416,159,-150
22380,-1658,1214,-7726,493,90,-102
22390,-1636,1198,-7682,504,80,-53
22400,-1586,1154,-7638,474,78,-35
22410,-1694,1198,-7728,409,89,-27
22420,-1754,1198,-7730,341,113,-17
22430,-1758,1166,-7770,294,168,-31
22440,-1816,1144,-7828,326,224,-99
22450,-1802,1148,-7764,429,247,-143
22460,-1804,1126,-7668,543,249,-158
22470,-1778,1148,-7744,603,241,-185
22480,-1836,1110,-7686,620,234,-180
22490,-1802,1094,-7620,590,255,-101
22500,-1822,1110,-7646,503,318,-27
22510,-1790,1124,-7696,396,413,42
22520,-1782,1116,-7718,309,524,59
22530,-1748,1182,-7830,281,615,58
22540,-1796,1172,-7860,307,650,17
22550,-1746,1196,-7790,409,629,-3
22560,-1682,1158,-7800,525,577,-6
22571,-1670,1178,-7778,627,514,-47
22581,-1670,1160,-7654,679,491,-49
22591,-1630,1172,-7710,681,498,-3
22601,-1608,1086,-7618,607,565,32
22611,-1584,1138,-7652,528,593,50
22621,-1640,1118,-7658,434,581,96
22631,-1592,1082,-7720,342,541,134
22641,-1630,1150,-7774,276,504,91
22651,-1636,1132,-7822,254,469,25
22661,-1750,1096,-7822,325,472,17
22671,-1744,1094,-7830,434,481,42
22681,-1678,1128,-7756,517,524,57
22691,-1652,1114,-7750,557,564,100
22701,-1630,1120,-7742,537,602,131
22711,-1558,1100,-7700,490,629,126
22721,-1566,1086,-7786,433,664,92
22731,-1562,1084,-7776,392,654,28
22742,-1576,1104,-7756,402,601,11
22752,-1612,1086,-7746,419,541,68
22762,-1588,1098,-7718,368,559,161
22772,-1540,1120,-7792,346,638,133
22782,-1502,1194,-7846,335,704,102
22792,-1498,1166,-7828,351,728,50
22802,-1394,1206,-7830,399,680,22
22812,-1412,1130,-7812,442,575,-15
22822,-1430,1108,-7830,485,474,-9
22832,-1386,1108,-7860,508,416,6
22842,-1500,1106,-7828,514,421,32
22852,-1444,1096,-7838,536,440,33
22862,-1452,1078,-7908,574,470,23
22872,-1492,1064,-7750,628,464,21
22882,-1458,1082,-7788,680,419,5
22892,-1458,1082,-7688,709,369,-15
22902,-1494,1152,-7708,709,307,-8
22912,-1486,1076,-7706,650,290,26
22922,-1464,1106,-7652,574,305,82
22932,-1494,1032,-7644,461,321,114
22942,-1450,1086,-7736,344,325,101
22952,-1518,1054,-7844,237,301,44
22962,-1568,1086,-7876,211,249,0
22972,-1624,1044,-7854,284,217,5
