# label=radial_deviation
# trial=12
# subject=handback_single
# captured_at=20260412_031228
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
58049,-738,-176,-8284,1043,522,-336
58059,-744,-158,-8216,1058,362,-320
58070,-784,-178,-8130,1087,265,-286
58080,-794,-208,-8096,1090,191,-245
58090,-856,-268,-8110,1042,196,-205
58100,-848,-316,-8014,990,229,-158
58110,-830,-346,-7998,966,297,-92
58120,-756,-394,-8048,969,392,-8
58130,-676,-410,-8038,943,435,46
58140,-674,-420,-8040,867,410,83
58150,-630,-440,-8018,796,334,125
58160,-656,-460,-8048,739,259,166
58170,-674,-458,-8002,698,218,213
58180,-624,-414,-8028,681,240,252
58190,-472,-386,-8100,782,421,294
58200,-472,-386,-8100,782,421,294
58210,-402,-474,-8090,919,422,298
58220,-402,-494,-8008,913,278,285
58230,-358,-444,-8004,830,130,292
58240,-350,-456,-8000,723,93,303
58250,-280,-462,-7962,669,142,303
58260,-274,-420,-7972,674,256,287
58270,-282,-382,-7982,695,320,267
58280,-270,-424,-7988,701,322,222
58290,-334,-394,-8018,707,218,152
58300,-378,-436,-7878,692,129,70
58310,-368,-456,-7966,682,152,22
58320,-348,-566,-7758,636,256,-5
58330,-252,-510,-7640,592,407,-5
58340,-266,-360,-7656,475,455,29
58350,-340,-318,-7750,536,507,32
58360,-334,-374,-7780,743,519,10
58370,-266,-352,-7874,1007,494,-41
58380,-362,-304,-7874,1220,367,-88
58390,-388,-258,-7952,1288,191,-127
58400,-512,-300,-8006,1252,69,-147
58411,-638,-320,-7986,1143,75,-161
58421,-666,-278,-8028,1038,205,-179
58431,-708,-270,-8010,938,412,-164
58441,-644,-276,-8050,868,574,-128
58451,-684,-286,-8008,853,662,-93
58461,-590,-266,-8066,885,655,-55
58471,-584,-300,-7996,937,574,-12
58481,-584,-354,-8040,954,424,30
58491,-606,-332,-7986,933,305,63
58501,-592,-372,-7964,878,246,96
58511,-604,-346,-7922,810,281,133
58521,-544,-340,-7896,766,342,153
58531,-514,-366,-7902,758,393,159
58541,-492,-412,-7930,794,412,178
58551,-442,-376,-7942,855,383,177
58561,-432,-450,-7882,915,328,170
58571,-410,-424,-7866,970,272,156
58582,-392,-434,-7842,1001,255,152
58592,-358,-418,-7902,1007,258,141
58602,-334,-444,-7956,1019,273,122
58612,-400,-472,-7978,994,310,80
58622,-370,-458,-7996,948,314,82
58632,-400,-442,-7936,890,314,83
58642,-384,-462,-7980,850,339,75
58652,-360,-438,-8040,827,377,72
58662,-384,-498,-8030,825,403,64
58672,-394,-534,-8038,798,386,26
58682,-444,-574,-8004,674,352,21
58692,-480,-562,-7972,640,349,-1
58702,-494,-578,-7982,557,289,-16
58712,-564,-626,-7950,350,225,7
58722,-604,-620,-7950,279,227,60
58732,-468,-502,-8026,220,386,128
58742,-486,-432,-8054,265,492,167
58752,-414,-392,-7970,313,438,228
58762,-386,-364,-8164,462,319,279
58772,-264,-396,-7922,626,105,334
58782,-328,-380,-7908,766,-172,239
58792,-464,-434,-7956,786,-389,199
58802,-694,-412,-7950,631,-552,190
58812,-754,-324,-7920,512,-616,242
58822,-678,-250,-8008,551,-455,292
58832,-560,-276,-8014,609,-126,289
58842,-672,-236,-7932,607,97,260
58852,-618,-288,-7870,601,94,267
58862,-764,-422,-7446,714,22,285
58872,-928,-86,-8120,1087,44,275
58882,-486,-2,-7878,1148,157,138
58892,-320,-182,-7986,1027,387,-20
58902,-588,-432,-7900,1065,448,-12
58912,-680,-340,-7948,1067,270,138
58923,-608,-508,-8120,1004,71,215
58933,-512,-404,-8126,880,-88,239
58943,-590,-504,-8202,753,-83,252
58953,-672,-456,-8172,478,267,251
58963,-788,-538,-8836,249,605,337
58973,-620,-696,-8370,-118,696,444
58983,-494,-324,-8344,-545,726,497
58993,-152,-266,-8122,-555,721,457
59003,-182,-146,-8010,-252,588,347
59013,-416,-226,-7976,116,335,267
59023,-578,-276,-7872,299,40,211
59033,-644,-214,-7834,399,-210,160
59043,-540,-102,-7766,345,-228,108
59053,-706,-116,-7798,273,138,108
59063,-608,-110,-7772,230,645,182
59073,-496,-38,-7756,216,1042,102
59083,-382,30,-7866,229,917,57
59094,-536,-42,-7938,158,753,0
59104,-542,-120,-7958,-10,618,11
59114,-430,-76,-7836,-168,593,37
59124,-466,-22,-7944,-244,728,39
59134,-576,22,-7914,-220,939,32
59144,-504,32,-7874,-115,1055,46
59154,-464,-66,-7948,-40,1042,62
59164,-464,-6,-7926,-64,875,68
59174,-428,60,-7934,-79,721,95
59184,-480,30,-8000,-129,688,88
59194,-458,82,-8030,-122,740,120
59204,-380,98,-8008,-122,799,163
59214,-366,58,-8098,-187,788,204
59224,-250,74,-8304,-305,671,254
59234,-206,116,-8346,-588,420,275
59244,-154,180,-8158,-947,23,295
59254,-214,264,-8370,-1254,-421,219
59264,-472,300,-8210,-1458,-847,240
59274,-522,392,-8162,-1339,-971,379
59284,-624,448,-8080,-1072,-854,526
59294,-482,430,-8034,-662,-359,634
59304,-238,498,-8070,-303,256,643
59314,-154,464,-7936,-69,742,628
59324,-88,500,-8010,115,861,654
59334,-2,442,-7860,189,574,662
59344,-46,540,-7838,226,111,615
59354,-98,534,-7700,253,-364,519
59364,-290,576,-7624,273,-689,402
59374,-478,560,-7652,266,-822,307
59384,-710,476,-7830,236,-828,283
59394,-1016,410,-7928,270,-747,334
59404,-994,442,-8070,479,-573,375
59414,-1012,388,-8110,692,-310,376
59424,-878,462,-8084,897,-52,334
59435,-894,540,-7978,1061,112,288
59445,-810,522,-7874,1124,118,235
59455,-886,516,-7830,1180,27,207
59465,-956,562,-7796,1218,-6,198
59475,-738,572,-7854,872,441,229
59485,-738,572,-7854,872,441,229
59495,-508,586,-7934,479,1003,309
59505,-446,616,-8054,404,1045,361
59515,-368,586,-7956,279,876,428
59525,-246,628,-7918,200,617,474
59535,-234,596,-7894,201,407,471
59545,-156,668,-7866,230,325,419
59555,-116,668,-7942,259,285,311
59565,-260,602,-8006,270,205,199
59575,-226,652,-8032,312,43,140
59585,-178,692,-8012,416,-105,30
59595,-142,688,-8002,604,-168,-56
59606,-248,652,-8018,744,-167,-66
59616,-238,700,-7902,744,-184,-45
59626,-212,746,-7914,685,-251,-9
59636,-346,690,-7904,533,-281,8
59646,312,1294,-7434,400,-378,37
59656,-376,746,-7730,488,-950,40
59666,-1146,480,-8048,647,-1580,526
59676,-1112,618,-8248,304,-1696,272
59686,-804,780,-8398,-10,-1544,-98
59696,-848,682,-8308,-194,-1081,-88
59706,-1096,696,-8078,-233,-593,168
59716,-1096,710,-8012,-81,-469,320
59726,-1052,660,-7980,273,-711,218
59736,-1140,690,-8004,647,-874,28
59746,-1228,616,-7918,949,-898,-140
59756,-1262,640,-7830,1167,-828,-201
59766,-1326,596,-7800,1324,-645,-216
59776,-1328,568,-7688,1441,-403,-222
59786,-1338,616,-7624,1529,-160,-208
59796,-1320,650,-7590,1587,47,-159
59806,-1268,650,-7652,1535,213,-79
59816,-1200,704,-7504,1331,369,32
59826,-1168,750,-7830,1091,589,132
59836,-1042,632,-7946,813,739,130
59846,-1020,640,-7902,564,867,139
59856,-988,650,-7966,569,816,119
59866,-938,712,-8036,732,757,45
59876,-910,678,-8138,833,693,3
59886,-970,766,-8068,829,565,-3
59896,-976,540,-8016,780,484,46
59906,-818,644,-7922,727,546,141
59916,-796,608,-7774,657,751,146
59926,-762,666,-7596,670,956,85
59936,-712,740,-7392,1175,1201,-86
