# label=flexion
# trial=11
# subject=handback_single
# captured_at=20260412_030625
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
52809,442,866,-8048,1086,-341,161
52819,396,882,-8062,1087,-295,137
52829,462,906,-8084,1065,-251,127
52839,418,924,-8068,1044,-189,136
52849,416,868,-8050,999,-148,138
52859,436,872,-8030,978,-165,127
52869,414,864,-7984,956,-220,129
52879,356,838,-8076,924,-290,138
52889,386,838,-8034,891,-333,161
52899,332,848,-8038,869,-305,179
52909,364,862,-8048,858,-272,164
52919,426,880,-8024,849,-286,147
52929,424,880,-8030,864,-289,140
52939,388,878,-7964,877,-307,138
52950,388,848,-7978,885,-360,107
52960,322,842,-7938,893,-419,86
52970,284,794,-7976,868,-437,95
52980,286,830,-7984,823,-372,117
52990,328,850,-8012,806,-244,149
53000,344,876,-7910,813,-126,156
53010,396,896,-7964,845,-64,144
53020,386,924,-7966,885,-88,135
53030,406,912,-7940,928,-184,126
53040,376,862,-7984,969,-287,109
53050,318,818,-8002,985,-340,90
53060,312,814,-7960,981,-333,74
53070,316,778,-7992,961,-278,73
53080,336,810,-7908,940,-203,82
53090,338,830,-7908,904,-170,91
53100,360,854,-7868,876,-170,99
53110,386,904,-7914,906,-227,122
53120,386,904,-7914,906,-227,122
53130,348,884,-7948,977,-265,136
53140,348,896,-7964,1013,-251,134
53150,342,874,-7946,1065,-217,123
53160,378,822,-7960,1101,-180,101
53170,342,840,-7948,1097,-156,86
53180,384,852,-7942,1087,-156,87
53190,392,848,-8012,1088,-160,98
53200,370,840,-8004,1087,-182,106
53210,378,830,-8026,1075,-214,92
53220,336,810,-8000,1048,-241,90
53230,372,848,-8020,1019,-271,97
53240,336,886,-7972,988,-271,111
53250,332,852,-7982,971,-242,107
53260,350,864,-7936,983,-201,91
53270,352,858,-7986,1021,-169,85
53280,372,874,-7946,1044,-157,80
53291,376,828,-7908,1034,-164,93
53301,386,818,-8018,1004,-178,113
53311,362,802,-8014,982,-195,134
53321,384,788,-8032,964,-209,128
53331,380,786,-8046,930,-225,125
53341,346,760,-8010,889,-244,126
53351,358,776,-8020,859,-259,127
53361,356,834,-7948,859,-260,125
53371,336,832,-7944,886,-248,130
53381,376,870,-7928,915,-217,126
53391,448,874,-7924,949,-157,127
53401,418,814,-7918,987,-129,124
53411,412,838,-7928,1023,-140,105
53421,462,830,-7938,1034,-184,94
53431,386,792,-7924,1006,-230,100
53441,380,784,-8008,943,-264,106
53451,314,774,-8010,878,-263,106
53462,376,846,-7954,876,-222,124
53472,366,834,-7942,899,-186,113
53482,330,826,-7950,963,-197,105
53492,326,806,-7924,1008,-219,88
53502,372,828,-7920,1039,-204,93
53512,372,828,-7920,1039,-204,93
53522,360,804,-7938,1060,-177,100
53532,360,820,-7940,1098,-210,102
53542,356,824,-7992,1115,-240,107
53552,398,830,-7966,1133,-255,111
53562,394,828,-7984,1147,-276,115
53572,370,812,-7978,1156,-272,91
53582,436,824,-7968,1156,-266,58
53592,404,830,-7940,1148,-242,37
53602,436,818,-7950,1131,-199,16
53612,434,836,-7910,1099,-132,2
53622,462,796,-7986,1085,-72,6
53632,474,798,-7884,1093,-70,11
53642,458,786,-7928,1135,-113,5
53652,474,740,-7900,1193,-195,-7
53662,398,722,-7924,1254,-279,-29
53672,336,720,-7852,1299,-329,-57
53682,394,692,-7918,1316,-326,-72
53692,424,742,-7782,1292,-291,-62
53702,470,794,-7810,1204,-250,-32
53712,374,698,-7864,1114,-273,-5
53722,410,782,-7784,1055,-303,-5
53732,470,756,-7758,1008,-336,-8
53742,420,788,-7744,1013,-361,10
53752,394,772,-7730,1047,-366,11
53762,444,726,-7764,1126,-340,-16
53772,412,700,-7796,1214,-259,-49
53782,420,650,-7850,1296,-281,-89
53792,388,616,-7880,1359,-299,-118
53803,386,524,-7938,1407,-245,-125
53813,366,542,-7990,1387,-195,-121
53823,316,596,-8096,1358,-187,-118
53833,326,534,-8142,1356,-236,-120
53843,338,570,-8160,1341,-291,-99
53853,330,546,-8246,1318,-348,-81
53863,292,550,-8202,1288,-394,-67
53873,242,568,-8262,1245,-410,-61
53883,236,580,-8244,1168,-429,-47
53893,186,680,-8246,1101,-446,-39
53903,182,638,-8182,1052,-368,-34
53913,208,684,-8222,1029,-263,-36
53923,230,672,-8218,1045,-176,-29
53933,266,690,-8182,1079,-80,-15
53943,250,640,-8202,1110,-67,1
53953,256,652,-8182,1108,-114,10
53963,246,644,-8132,1079,-174,6
53974,240,662,-8048,998,-220,18
53984,220,684,-8010,972,-225,37
53994,264,708,-8022,963,-217,48
54004,278,654,-8010,973,-197,58
54014,286,664,-7944,971,-189,79
54024,282,598,-7958,996,-225,86
54034,268,618,-7890,1044,-248,93
54044,320,598,-7952,1082,-270,92
54054,298,554,-7940,1103,-278,93
54064,346,624,-7946,1088,-273,102
54074,326,536,-7916,1064,-262,123
54084,334,580,-7910,1025,-269,159
54094,344,540,-8014,983,-267,177
54104,332,518,-7958,949,-258,184
54114,340,528,-7990,934,-223,181
54124,394,548,-7964,928,-197,178
54134,382,542,-7976,944,-188,169
54144,370,584,-7912,974,-208,156
54154,344,554,-7964,1001,-237,146
54164,378,576,-8012,1028,-266,140
54174,422,562,-8006,1060,-263,133
54184,402,558,-7988,1068,-256,129
54194,396,536,-7986,1051,-255,113
54204,372,550,-8050,1026,-257,105
54214,366,526,-8042,986,-268,89
54224,366,538,-8042,938,-269,84
54234,308,558,-8066,896,-255,88
54244,310,558,-7996,873,-235,89
54254,324,566,-8032,874,-203,86
54264,328,626,-8006,885,-174,97
54274,340,596,-8074,898,-149,120
54284,290,592,-7978,913,-161,115
54294,278,556,-8038,911,-213,96
54304,276,564,-8050,898,-287,84
54315,192,528,-7962,875,-326,79
54325,156,586,-8040,861,-315,82
54335,162,608,-7936,847,-227,94
54345,230,612,-7942,847,-118,125
54355,260,628,-7978,874,-56,166
54365,296,648,-8004,922,-61,190
54375,324,590,-7976,975,-158,186
54385,300,576,-7978,1013,-305,183
54395,250,566,-7984,1059,-431,169
54405,250,566,-7984,1059,-431,169
54415,268,500,-7992,1042,-224,158
54425,330,538,-7952,1002,-132,149
54435,312,538,-7994,958,-95,160
54445,352,552,-7982,934,-110,153
54455,364,590,-7990,940,-133,151
54465,400,648,-8052,974,-152,165
54475,404,646,-8030,1029,-178,172
54486,398,582,-8064,1078,-221,178
54496,388,526,-8088,1108,-281,166
54506,338,512,-8098,1107,-319,138
54516,370,470,-8052,1063,-312,109
54526,356,510,-8086,971,-249,105
54536,348,480,-8090,853,-176,120
54546,380,494,-8022,755,-126,141
54556,358,510,-7942,707,-134,153
54566,374,586,-7910,717,-196,145
54576,384,594,-7946,768,-288,141
54586,344,614,-7934,829,-360,146
54596,290,654,-7890,888,-385,138
54606,246,612,-7868,932,-361,124
54616,262,596,-7930,959,-292,92
54626,300,608,-7906,972,-211,70
54636,254,558,-7916,970,-155,77
54646,300,566,-7950,960,-108,93
54656,288,586,-7894,937,-85,111
54666,342,586,-7986,927,-110,130
54676,364,592,-7974,915,-155,143
54686,348,592,-8000,931,-231,149
54696,332,622,-7954,961,-326,151
54706,288,662,-7960,1007,-398,142
54716,260,628,-8004,1047,-412,139
54726,258,598,-7988,1091,-374,132
54736,220,596,-8004,1124,-265,112
54746,236,566,-8032,1127,-123,89
54756,310,534,-8078,1095,-4,72
54766,366,562,-8090,1021,22,71
54776,332,524,-8112,963,-19,88
54786,300,512,-8082,933,-98,98
54796,266,500,-8038,921,-189,108
54806,246,506,-8056,941,-251,122
54816,232,506,-8060,970,-305,138
54827,218,484,-8008,972,-329,169
54837,260,486,-8008,946,-233,212
54847,292,546,-7988,912,-195,211
54857,336,564,-7920,878,-190,210
54867,342,574,-7944,865,-177,214
54877,382,584,-7892,898,-178,207
54887,400,572,-7898,948,-178,199
54897,458,556,-7882,1012,-196,188
54907,444,576,-7890,1074,-250,184
54917,312,550,-7812,1097,-334,176
54927,290,526,-7812,1117,-376,155
54937,400,542,-7840,1123,-351,150
54947,330,550,-7884,1132,-254,165
54957,362,504,-7864,1123,-188,167
54967,442,502,-7940,1115,-152,148
