# label=extension
# trial=8
# subject=handback_single
# captured_at=20260412_030808
# sensor_count=1
ts_ms,ax,ay,az,gx,gy,gz
37072,-604,508,-7970,-173,-45,-167
37082,-554,496,-8056,-128,-69,-150
37092,-610,492,-8080,-96,-156,-91
37102,-652,426,-8114,-129,-257,-7
37112,-650,424,-8106,-214,-360,56
37122,-738,388,-8116,-327,-416,86
37132,-724,376,-8106,-454,-408,85
37142,-750,412,-8064,-562,-334,60
37152,-588,434,-8022,-733,-89,60
37163,-604,472,-8072,-762,-14,61
37173,-548,538,-8040,-752,-17,46
37183,-498,558,-7990,-702,-79,31
37193,-476,596,-7910,-610,-204,34
37203,-560,564,-7872,-530,-328,48
37213,-580,580,-7930,-480,-442,72
37223,-606,560,-7898,-461,-496,85
37233,-682,546,-7884,-450,-483,77
37243,-724,528,-7900,-466,-397,25
37253,-680,564,-7898,-494,-239,-18
37263,-646,578,-7954,-546,-82,-47
37273,-616,636,-7938,-578,41,-71
37283,-570,594,-7942,-568,73,-86
37293,-568,570,-7922,-514,0,-77
37303,-590,574,-7940,-418,-169,-67
37313,-652,548,-7976,-292,-371,-58
37323,-726,490,-7946,-160,-497,-55
37334,-782,520,-7968,-80,-519,-39
37344,-842,460,-7954,-76,-447,-24
37354,-852,486,-7952,-159,-314,2
37364,-754,494,-7996,-309,-150,24
37374,-742,508,-8014,-474,-27,42
37384,-656,574,-7984,-591,12,60
37394,-590,546,-8038,-634,-27,67
37404,-588,526,-7990,-584,-156,68
37414,-592,568,-7994,-467,-324,56
37424,-632,536,-7980,-358,-454,58
37434,-630,572,-7924,-274,-497,72
37444,-684,536,-7960,-249,-469,98
37454,-710,500,-7968,-287,-417,123
37464,-724,556,-7934,-366,-348,126
37474,-704,524,-7938,-458,-309,91
37484,-668,568,-7908,-536,-234,50
37494,-608,600,-7948,-579,-144,28
37504,-586,622,-7974,-556,-65,9
37514,-558,604,-7982,-472,-36,-1
37524,-520,568,-7960,-349,-98,-11
37534,-586,544,-7990,-222,-239,-27
37544,-704,532,-7952,-99,-518,-25
37554,-704,532,-7952,-99,-518,-25
37564,-780,502,-7932,-155,-560,-10
37574,-812,528,-7930,-363,-355,2
37584,-822,540,-8024,-485,-164,-16
37594,-676,518,-7980,-569,9,-28
37604,-624,594,-7940,-603,104,-26
37614,-602,568,-7962,-585,79,-30
37624,-556,612,-7942,-511,-50,-34
37634,-610,606,-7950,-409,-241,-36
37644,-712,574,-7956,-295,-423,-23
37654,-806,560,-7904,-214,-541,-8
37664,-810,540,-7970,-222,-530,-15
37675,-768,548,-7948,-296,-389,-7
37685,-830,586,-7932,-387,-198,-4
37695,-784,534,-7968,-460,3,-27
37705,-692,566,-7924,-540,150,-49
37715,-598,596,-7942,-554,172,-52
37725,-588,562,-7946,-518,93,-41
37735,-582,576,-7976,-446,-67,-6
37745,-614,614,-7974,-349,-289,26
37755,-688,596,-8004,-241,-493,30
37765,-756,560,-7952,-176,-613,11
37775,-784,574,-7962,-166,-596,-30
37785,-768,582,-7916,-196,-460,-47
37795,-802,566,-7918,-271,-275,-31
37805,-792,516,-7978,-374,-97,-20
37815,-684,530,-7988,-474,18,-22
37825,-714,524,-7960,-544,40,-35
37835,-686,550,-8008,-573,8,-39
37846,-642,544,-7994,-537,-26,-29
37856,-614,556,-8020,-452,-96,-26
37866,-610,566,-8002,-336,-196,-7
37876,-696,544,-7956,-223,-309,14
37886,-728,558,-7946,-150,-425,14
37896,-780,536,-7976,-145,-502,5
37906,-792,546,-8004,-205,-471,8
37916,-812,562,-7960,-326,-350,24
37926,-776,592,-7938,-463,-183,23
37936,-708,564,-7960,-562,-39,21
37946,-702,630,-7938,-593,42,0
37956,-640,560,-7986,-541,16,-22
37966,-660,594,-7964,-334,-196,-35
37976,-660,594,-7964,-334,-196,-35
37986,-722,534,-7972,-169,-349,-44
37996,-742,524,-7992,-171,-346,-57
38006,-742,520,-7922,-223,-292,-74
38016,-754,514,-8058,-310,-214,-74
38026,-798,528,-7966,-421,-127,-56
38036,-694,600,-8030,-509,-69,-44
38046,-690,548,-7996,-553,-20,-35
38056,-640,564,-8010,-565,-25,-34
38066,-628,590,-7980,-539,-73,-16
38076,-632,584,-8012,-472,-157,0
38086,-688,576,-7950,-404,-283,26
38096,-654,614,-7966,-343,-400,43
38106,-772,590,-7964,-321,-480,47
38116,-776,606,-7946,-366,-485,27
38126,-774,568,-7924,-443,-384,-3
38136,-776,566,-7944,-528,-204,-34
38146,-672,608,-7904,-602,-5,-50
38156,-644,586,-7904,-616,125,-61
38166,-564,618,-7896,-570,125,-75
38176,-602,660,-7888,-490,0,-77
38187,-676,626,-7926,-377,-199,-74
38197,-738,576,-7942,-279,-388,-65
38207,-790,598,-7952,-248,-491,-53
38217,-816,556,-7958,-283,-476,-39
38227,-846,596,-7962,-360,-337,-30
38237,-826,584,-7994,-427,-172,-36
38247,-758,622,-8030,-471,-39,-46
38257,-764,564,-7936,-489,0,-37
38267,-704,592,-7930,-495,-51,-15
38277,-738,594,-7952,-478,-151,7
38287,-722,596,-7914,-443,-256,17
38297,-744,580,-7920,-403,-326,27
38307,-744,616,-7980,-348,-368,21
38317,-764,582,-7922,-311,-356,20
38327,-790,596,-7874,-310,-321,19
38337,-724,600,-7874,-353,-257,3
38347,-758,622,-7906,-403,-169,-18
38358,-686,628,-7920,-414,-95,-34
38368,-610,646,-7856,-379,-47,-48
38378,-620,658,-7864,-198,-193,-53
38388,-634,608,-7880,-125,-329,-59
38398,-720,556,-7958,-86,-424,-81
38408,-776,550,-7962,-94,-444,-89
38418,-798,522,-7944,-149,-368,-89
38428,-786,552,-8012,-213,-242,-87
38438,-786,582,-8040,-272,-102,-76
38448,-756,580,-7978,-325,-1,-71
38458,-712,564,-8056,-378,18,-69
38468,-696,570,-7994,-410,-47,-60
38478,-658,598,-7928,-429,-144,-54
38488,-666,636,-7930,-420,-233,-37
38498,-688,642,-7924,-361,-328,-35
38508,-748,610,-7936,-287,-384,-33
